Sample	ACCESSION	TAXID	SCIENTIFIC_NAME	COUNTRY	CLOSEST_CITY	CLOSEST_LOCALITY	ESTIMATED_AGE	LONGITUDE	BREED	LATITUDE	GENDER	SAMPLING_DATE	wc2.0_bio_30s_12	wc2.0_bio_30s_01	wc2.0_bio_30s_02	wc2.0_bio_30s_03	wc2.0_bio_30s_04	wc2.0_bio_30s_05	wc2.0_bio_30s_06	wc2.0_bio_30s_07	wc2.0_bio_30s_08	wc2.0_bio_30s_09	wc2.0_bio_30s_10	wc2.0_bio_30s_11	wc2.0_bio_30s_13	wc2.0_bio_30s_14	wc2.0_bio_30s_15	wc2.0_bio_30s_16	wc2.0_bio_30s_17	wc2.0_bio_30s_18	wc2.0_bio_30s_19
UGBT-F3-0517	ERS420859	30523	Bos taurus x Bos indicus	Uganda	GULU	UNYAMA	84	32.355630	Shorthorn Zebu	2.842100	female	2011	1388	23.345833	11.775000	79.560812	105.128869	30.400000	15.600000	14.799999	22.133334	24.316667	24.783333	22.133334	197.000000	15.000000	55.579658	519.000000	70.000000	115.000000	519.000000
UGBT-F3-0518	ERS420860	30523	Bos taurus x Bos indicus	Uganda	GULU	KORO	60	32.404840	Shorthorn Zebu	2.691350	female	2011	1414	23.091667	11.483333	78.652963	104.246944	30.100000	15.500000	14.600000	21.883333	24.100000	24.533333	21.883333	199.000000	17.000000	54.091712	527.000000	79.000000	124.000000	527.000000
UGBT-F3-0520	ERS420862	30523	Bos taurus x Bos indicus	Uganda	GULU	KORO	144	32.404840	Shorthorn Zebu	2.691350	female	2011	1414	23.091667	11.483333	78.652963	104.246944	30.100000	15.500000	14.600000	21.883333	24.100000	24.533333	21.883333	199.000000	17.000000	54.091712	527.000000	79.000000	124.000000	527.000000
UGBT-F3-0521	ERS420863	30523	Bos taurus x Bos indicus	Uganda	GULU	KORO	84	32.404840	Shorthorn Zebu	2.691350	female	2011	1414	23.091667	11.483333	78.652963	104.246944	30.100000	15.500000	14.600000	21.883333	24.100000	24.533333	21.883333	199.000000	17.000000	54.091712	527.000000	79.000000	124.000000	527.000000
UGBT-F3-0523	ERS239080	30523	Bos taurus x Bos indicus	Uganda	GULU	KORO	72	32.417190	Ankole	2.698070	female	2011	1419	23.100000	11.566667	78.684803	105.054107	30.100000	15.400000	14.700001	21.883333	24.100000	24.533333	21.883333	200.000000	17.000000	54.247081	528.000000	79.000000	125.000000	528.000000
UGBT-F4-0586	ERS420867	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	84	32.474490	Shorthorn Zebu	2.038190	female	2011	1255	23.391667	11.350000	79.370634	99.654706	30.400000	16.100000	14.299999	22.533333	24.333333	24.783333	22.283334	156.000000	22.000000	45.679071	441.000000	107.000000	147.000000	409.000000
UGBT-F4-0587	ERS420868	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	72	32.474490	Shorthorn Zebu	2.038190	female	2011	1255	23.391667	11.350000	79.370634	99.654706	30.400000	16.100000	14.299999	22.533333	24.333333	24.783333	22.283334	156.000000	22.000000	45.679071	441.000000	107.000000	147.000000	409.000000
UGBT-F4-0588	ERS420869	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	72	32.474490	Shorthorn Zebu	2.038190	female	2011	1255	23.391667	11.350000	79.370634	99.654706	30.400000	16.100000	14.299999	22.533333	24.333333	24.783333	22.283334	156.000000	22.000000	45.679071	441.000000	107.000000	147.000000	409.000000
UGBT-F4-0589	ERS420870	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	96	32.474490	Shorthorn Zebu	2.038190	female	2011	1255	23.391667	11.350000	79.370634	99.654706	30.400000	16.100000	14.299999	22.533333	24.333333	24.783333	22.283334	156.000000	22.000000	45.679071	441.000000	107.000000	147.000000	409.000000
UGBT-F4-0591	ERS420872	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	108	32.455540	Shorthorn Zebu	2.007300	female	2011	1245	23.450000	11.466667	79.629633	100.543961	30.500000	16.100000	14.400000	22.583334	24.383334	24.850000	22.333334	154.000000	23.000000	45.050481	439.000000	110.000000	149.000000	403.000000
UGBT-F4-0592	ERS420873	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	72	32.455540	Shorthorn Zebu	2.007300	female	2011	1245	23.450000	11.466667	79.629633	100.543961	30.500000	16.100000	14.400000	22.583334	24.383334	24.850000	22.333334	154.000000	23.000000	45.050481	439.000000	110.000000	149.000000	403.000000
UGBT-F4-0593	ERS420874	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	120	32.455540	Shorthorn Zebu	2.007300	female	2011	1245	23.450000	11.466667	79.629633	100.543961	30.500000	16.100000	14.400000	22.583334	24.383334	24.850000	22.333334	154.000000	23.000000	45.050481	439.000000	110.000000	149.000000	403.000000
UGBT-F4-0594	ERS420875	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	120	32.455540	Shorthorn Zebu	2.007300	female	2011	1245	23.450000	11.466667	79.629633	100.543961	30.500000	16.100000	14.400000	22.583334	24.383334	24.850000	22.333334	154.000000	23.000000	45.050481	439.000000	110.000000	149.000000	403.000000
UGBT-F4-0596	ERS420877	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	84	32.456560	Shorthorn Zebu	2.025530	female	2011	1254	23.450000	11.250000	78.671333	100.927520	30.500000	16.200001	14.299999	22.583333	24.416667	24.866667	22.333333	156.000000	23.000000	45.437451	439.000000	109.000000	148.000000	407.000000
UGBT-F4-0597	ERS420878	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	84	32.456560	Shorthorn Zebu	2.025530	female	2011	1254	23.450000	11.250000	78.671333	100.927520	30.500000	16.200001	14.299999	22.583333	24.416667	24.866667	22.333333	156.000000	23.000000	45.437451	439.000000	109.000000	148.000000	407.000000
UGBT-F4-0598	ERS420879	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	72	32.456560	Shorthorn Zebu	2.025530	female	2011	1254	23.450000	11.250000	78.671333	100.927520	30.500000	16.200001	14.299999	22.583333	24.416667	24.866667	22.333333	156.000000	23.000000	45.437451	439.000000	109.000000	148.000000	407.000000
UGBT-F4-0600	ERS420881	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	120	32.456560	Shorthorn Zebu	2.025530	female	2011	1254	23.450000	11.250000	78.671333	100.927520	30.500000	16.200001	14.299999	22.583333	24.416667	24.866667	22.333333	156.000000	23.000000	45.437451	439.000000	109.000000	148.000000	407.000000
UGBT-F4-0601	ERS420882	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	48	32.448500	Shorthorn Zebu	2.047150	female	2011	1256	23.408333	11.116666	78.286390	101.842873	30.400000	16.200001	14.199999	22.533333	24.366666	24.833333	22.283333	157.000000	22.000000	45.918488	443.000000	107.000000	147.000000	410.000000
UGBT-F4-0602	ERS420883	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	96	32.448500	Shorthorn Zebu	2.047150	female	2011	1256	23.408333	11.116666	78.286390	101.842873	30.400000	16.200001	14.199999	22.533333	24.366666	24.833333	22.283333	157.000000	22.000000	45.918488	443.000000	107.000000	147.000000	410.000000
UGBT-F5-0541	ERS420887	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	60	32.092860	Ankole	1.675150	female	2011	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0542	ERS420888	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	96	32.092860	Ankole	1.675150	female	2011	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0543	ERS420889	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	84	32.092860	Ankole	1.675150	female	2011	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0544	ERS420890	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	36	32.092860	Ankole	1.675150	female	2011	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0545	ERS420891	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	60	32.092860	Ankole	1.675150	female	2011	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0646	ERS420892	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	72	32.092860	Small East African Zebu	1.675150	female	2012	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0648	ERS420894	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	24	32.092860	Ankole	1.675150	female	2012	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0649	ERS420895	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	24	32.092860	Ankole	1.675150	female	2012	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0650	ERS420896	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	36	32.092860	Ankole	1.675150	female	2012	1085	23.391667	10.883333	80.617284	88.390478	30.000000	16.500000	13.500000	22.666667	24.216667	24.600000	22.366667	141.000000	27.000000	41.741469	369.000000	113.000000	156.000000	269.000000
UGBT-F5-0651	ERS420897	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	48	32.104370	Ankole	1.434510	female	2012	1156	23.066667	10.916667	82.702018	77.879088	29.500000	16.299999	13.200001	23.566667	23.750000	24.116666	22.100000	162.000000	30.000000	43.432926	391.000000	124.000000	174.000000	327.000000
UGBT-F5-0652	ERS420898	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	96	32.104370	Ankole	1.434510	female	2012	1156	23.066667	10.916667	82.702018	77.879088	29.500000	16.299999	13.200001	23.566667	23.750000	24.116666	22.100000	162.000000	30.000000	43.432926	391.000000	124.000000	174.000000	327.000000
UGBT-F5-0653	ERS420899	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	60	32.104370	Ankole	1.434510	female	2012	1156	23.066667	10.916667	82.702018	77.879088	29.500000	16.299999	13.200001	23.566667	23.750000	24.116666	22.100000	162.000000	30.000000	43.432926	391.000000	124.000000	174.000000	327.000000
UGBT-F5-0654	ERS420900	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	96	32.104370	Ankole	1.434510	female	2012	1156	23.066667	10.916667	82.702018	77.879088	29.500000	16.299999	13.200001	23.566667	23.750000	24.116666	22.100000	162.000000	30.000000	43.432926	391.000000	124.000000	174.000000	327.000000
UGBT-F5-0655	ERS420901	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	96	32.104370	Ankole	1.434510	female	2012	1156	23.066667	10.916667	82.702018	77.879088	29.500000	16.299999	13.200001	23.566667	23.750000	24.116666	22.100000	162.000000	30.000000	43.432926	391.000000	124.000000	174.000000	327.000000
UGBT-F5-0656	ERS420902	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	84	32.096480	Ankole	1.397330	female	2012	1106	23.075000	10.916667	83.333331	76.500154	29.500000	16.400000	13.100000	22.450000	23.766667	24.083333	22.100000	145.000000	29.000000	42.185295	373.000000	120.000000	165.000000	314.000000
UGBT-F5-0657	ERS420903	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	24	32.096480	Ankole	1.397330	female	2012	1106	23.075000	10.916667	83.333331	76.500154	29.500000	16.400000	13.100000	22.450000	23.766667	24.083333	22.100000	145.000000	29.000000	42.185295	373.000000	120.000000	165.000000	314.000000
UGBT-F5-0658	ERS420904	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	18	32.096480	Ankole	1.397330	female	2012	1106	23.075000	10.916667	83.333331	76.500154	29.500000	16.400000	13.100000	22.450000	23.766667	24.083333	22.100000	145.000000	29.000000	42.185295	373.000000	120.000000	165.000000	314.000000
UGBT-F5-0660	ERS420906	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	48	32.096480	Ankole	1.397330	female	2012	1106	23.075000	10.916667	83.333331	76.500154	29.500000	16.400000	13.100000	22.450000	23.766667	24.083333	22.100000	145.000000	29.000000	42.185295	373.000000	120.000000	165.000000	314.000000
UGBT-F5-0661	ERS420907	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	72	32.113210	Ankole	1.408920	female	2012	1129	23.095833	10.958333	83.017673	75.512135	29.600000	16.400000	13.200001	23.566667	23.750000	24.100000	22.133333	156.000000	29.000000	43.498421	380.000000	120.000000	167.000000	318.000000
UGBT-F5-0662	ERS420908	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	18	32.113210	Ankole	1.408920	female	2012	1129	23.095833	10.958333	83.017673	75.512135	29.600000	16.400000	13.200001	23.566667	23.750000	24.100000	22.133333	156.000000	29.000000	43.498421	380.000000	120.000000	167.000000	318.000000
UGBT-F5-0663	ERS420909	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	48	32.113210	Ankole	1.408920	female	2012	1129	23.095833	10.958333	83.017673	75.512135	29.600000	16.400000	13.200001	23.566667	23.750000	24.100000	22.133333	156.000000	29.000000	43.498421	380.000000	120.000000	167.000000	318.000000
UGBT-F5-0665	ERS420911	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	12	32.113210	Ankole	1.408920	female	2012	1129	23.095833	10.958333	83.017673	75.512135	29.600000	16.400000	13.200001	23.566667	23.750000	24.100000	22.133333	156.000000	29.000000	43.498421	380.000000	120.000000	167.000000	318.000000
UGBT-F6-0526	ERS239087	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	60	32.460600	Ankole Zebu cross	1.142170	female	2011	1182	22.479167	11.008333	84.679487	64.471924	28.600000	15.600000	13.000000	22.833333	23.016667	23.250000	21.600000	167.000000	29.000000	42.876908	405.000000	134.000000	174.000000	261.000000
UGBT-F6-0528	ERS420913	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	48	32.460600	Ankole	1.142170	female	2011	1182	22.479167	11.008333	84.679487	64.471924	28.600000	15.600000	13.000000	22.833333	23.016667	23.250000	21.600000	167.000000	29.000000	42.876908	405.000000	134.000000	174.000000	261.000000
UGBT-F6-0529	ERS420914	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	36	32.460600	Ankole	1.142170	female	2011	1182	22.479167	11.008333	84.679487	64.471924	28.600000	15.600000	13.000000	22.833333	23.016667	23.250000	21.600000	167.000000	29.000000	42.876908	405.000000	134.000000	174.000000	261.000000
UGBT-F6-0530	ERS420915	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	72	32.460600	Ankole	1.142170	female	2011	1182	22.479167	11.008333	84.679487	64.471924	28.600000	15.600000	13.000000	22.833333	23.016667	23.250000	21.600000	167.000000	29.000000	42.876908	405.000000	134.000000	174.000000	261.000000
UGBT-F6-0532	ERS420917	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	84	32.465210	Ankole	1.112160	female	2011	1211	22.491667	11.283334	85.479796	62.553013	28.700001	15.500000	13.200001	22.816667	23.000000	23.233334	21.633333	173.000000	31.000000	42.599999	418.000000	141.000000	185.000000	263.000000
UGBT-F6-0533	ERS420918	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	84	32.465210	Ankole	1.112160	female	2011	1211	22.491667	11.283334	85.479796	62.553013	28.700001	15.500000	13.200001	22.816667	23.000000	23.233334	21.633333	173.000000	31.000000	42.599999	418.000000	141.000000	185.000000	263.000000
UGBT-F6-0534	ERS420919	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	96	32.465210	Ankole	1.112160	female	2011	1211	22.491667	11.283334	85.479796	62.553013	28.700001	15.500000	13.200001	22.816667	23.000000	23.233334	21.633333	173.000000	31.000000	42.599999	418.000000	141.000000	185.000000	263.000000
UGBT-F6-0535	ERS420920	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	24	32.465210	Ankole	1.112160	female	2011	1211	22.491667	11.283334	85.479796	62.553013	28.700001	15.500000	13.200001	22.816667	23.000000	23.233334	21.633333	173.000000	31.000000	42.599999	418.000000	141.000000	185.000000	263.000000
UGBT-F6-0536	ERS420921	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	48	32.467640	Ankole	1.131840	female	2011	1177	22.495833	11.125000	84.923663	63.046102	28.700001	15.600000	13.100000	22.816667	23.016666	23.250000	21.633333	163.000000	28.000000	42.522607	404.000000	133.000000	175.000000	261.000000
UGBT-F6-0537	ERS420922	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	36	32.467640	Ankole	1.131840	female	2011	1177	22.495833	11.125000	84.923663	63.046102	28.700001	15.600000	13.100000	22.816667	23.016666	23.250000	21.633333	163.000000	28.000000	42.522607	404.000000	133.000000	175.000000	261.000000
UGBT-F6-0538	ERS420923	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	96	32.467640	Ankole	1.131840	female	2011	1177	22.495833	11.125000	84.923663	63.046102	28.700001	15.600000	13.100000	22.816667	23.016666	23.250000	21.633333	163.000000	28.000000	42.522607	404.000000	133.000000	175.000000	261.000000
UGBT-F6-0539	ERS420924	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	60	32.467640	Ankole	1.131840	female	2011	1177	22.495833	11.125000	84.923663	63.046102	28.700001	15.600000	13.100000	22.816667	23.016666	23.250000	21.633333	163.000000	28.000000	42.522607	404.000000	133.000000	175.000000	261.000000
UGBT-F6-0540	ERS420925	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	KAKOOGE	96	32.467640	Ankole	1.131840	female	2011	1177	22.495833	11.125000	84.923663	63.046102	28.700001	15.600000	13.100000	22.816667	23.016666	23.250000	21.633333	163.000000	28.000000	42.522607	404.000000	133.000000	175.000000	261.000000
UGBT-F7-0786	ERS420926	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	96	32.597530	Nganda	0.419500	female	2012	1234	21.629167	10.958333	85.611972	56.627102	27.700001	14.900000	12.800001	21.933333	22.033333	22.250000	20.816667	166.000000	60.000000	33.465179	421.000000	211.000000	247.000000	225.000000
UGBT-F7-0787	ERS420927	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	60	32.597530	Nganda	0.419500	female	2012	1234	21.629167	10.958333	85.611972	56.627102	27.700001	14.900000	12.800001	21.933333	22.033333	22.250000	20.816667	166.000000	60.000000	33.465179	421.000000	211.000000	247.000000	225.000000
UGBT-F7-0788	ERS420928	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	84	32.597530	Nganda	0.419500	female	2012	1234	21.629167	10.958333	85.611972	56.627102	27.700001	14.900000	12.800001	21.933333	22.033333	22.250000	20.816667	166.000000	60.000000	33.465179	421.000000	211.000000	247.000000	225.000000
UGBT-F7-0789	ERS420929	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	60	32.597530	Nganda	0.419500	female	2012	1234	21.629167	10.958333	85.611972	56.627102	27.700001	14.900000	12.800001	21.933333	22.033333	22.250000	20.816667	166.000000	60.000000	33.465179	421.000000	211.000000	247.000000	225.000000
UGBT-F7-0790	ERS420930	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	84	32.597530	Nganda	0.419500	female	2012	1234	21.629167	10.958333	85.611972	56.627102	27.700001	14.900000	12.800001	21.933333	22.033333	22.250000	20.816667	166.000000	60.000000	33.465179	421.000000	211.000000	247.000000	225.000000
UGBT-F7-0792	ERS420932	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	96	32.628600	Nganda	0.521690	female	2012	1205	21.754167	11.391666	85.651625	56.426081	28.100000	14.800000	13.300000	22.083333	22.133334	22.400000	21.000000	159.000000	57.000000	34.093559	410.000000	199.000000	234.000000	223.000000
UGBT-F7-0793	ERS420933	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	84	32.628600	Nganda	0.521690	female	2012	1205	21.754167	11.391666	85.651625	56.426081	28.100000	14.800000	13.300000	22.083333	22.133334	22.400000	21.000000	159.000000	57.000000	34.093559	410.000000	199.000000	234.000000	223.000000
UGBT-F7-0794	ERS420934	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	48	32.628600	Nganda	0.521690	female	2012	1205	21.754167	11.391666	85.651625	56.426081	28.100000	14.800000	13.300000	22.083333	22.133334	22.400000	21.000000	159.000000	57.000000	34.093559	410.000000	199.000000	234.000000	223.000000
UGBT-F7-0795	ERS420935	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	96	32.628600	Nganda	0.521690	female	2012	1205	21.754167	11.391666	85.651625	56.426081	28.100000	14.800000	13.300000	22.083333	22.133334	22.400000	21.000000	159.000000	57.000000	34.093559	410.000000	199.000000	234.000000	223.000000
UGBT-F7-0796	ERS420936	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	96	32.508490	Nganda	0.392310	female	2012	1233	21.683333	11.133333	84.987275	60.502938	28.000000	14.900000	13.100000	22.066667	22.116667	22.366667	20.850000	162.000000	57.000000	33.678877	418.000000	214.000000	252.000000	221.000000
UGBT-F7-0797	ERS420937	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	72	32.508490	Nganda	0.392310	female	2012	1233	21.683333	11.133333	84.987275	60.502938	28.000000	14.900000	13.100000	22.066667	22.116667	22.366667	20.850000	162.000000	57.000000	33.678877	418.000000	214.000000	252.000000	221.000000
UGBT-F7-0798	ERS420938	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	48	32.508490	Nganda	0.392310	female	2012	1233	21.683333	11.133333	84.987275	60.502938	28.000000	14.900000	13.100000	22.066667	22.116667	22.366667	20.850000	162.000000	57.000000	33.678877	418.000000	214.000000	252.000000	221.000000
UGBT-F7-0800	ERS420940	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	108	32.508490	Nganda	0.392310	female	2012	1233	21.683333	11.133333	84.987275	60.502938	28.000000	14.900000	13.100000	22.066667	22.116667	22.366667	20.850000	162.000000	57.000000	33.678877	418.000000	214.000000	252.000000	221.000000
UGBT-F7-0801	ERS420941	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	96	32.589980	Nganda	0.493370	female	2012	1193	21.712500	11.225000	85.037880	57.687450	28.000000	14.800000	13.200000	22.083333	22.083333	22.350000	20.933333	155.000000	56.000000	33.560605	402.000000	199.000000	234.000000	220.000000
UGBT-F7-0802	ERS420942	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	96	32.589980	Nganda	0.493370	female	2012	1193	21.712500	11.225000	85.037880	57.687450	28.000000	14.800000	13.200000	22.083333	22.083333	22.350000	20.933333	155.000000	56.000000	33.560605	402.000000	199.000000	234.000000	220.000000
UGBT-F7-0803	ERS420943	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	72	32.589980	Nganda	0.493370	female	2012	1193	21.712500	11.225000	85.037880	57.687450	28.000000	14.800000	13.200000	22.083333	22.083333	22.350000	20.933333	155.000000	56.000000	33.560605	402.000000	199.000000	234.000000	220.000000
UGBT-F7-0804	ERS420944	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	48	32.589980	Nganda	0.493370	female	2012	1193	21.712500	11.225000	85.037880	57.687450	28.000000	14.800000	13.200000	22.083333	22.083333	22.350000	20.933333	155.000000	56.000000	33.560605	402.000000	199.000000	234.000000	220.000000
UGBT-F7-0805	ERS420945	30523	Bos taurus x Bos indicus	Uganda	KAMPALA	BUSUKUMA	36	32.589980	Nganda	0.493370	female	2012	1193	21.712500	11.225000	85.037880	57.687450	28.000000	14.800000	13.200000	22.083333	22.083333	22.350000	20.933333	155.000000	56.000000	33.560605	402.000000	199.000000	234.000000	220.000000
UGBT-G2-0434	ERS420946	30523	Bos taurus x Bos indicus	Uganda	LAMWO	MADI OPEI	108	33.050160	Shorthorn Zebu	3.472670	female	2011	1046	23.925000	13.150000	76.011564	135.939486	31.799999	14.500000	17.299999	22.450000	25.100000	25.733333	22.316667	164.000000	9.000000	60.065414	438.000000	54.000000	86.000000	423.000000
UGBT-G2-0435	ERS420947	30523	Bos taurus x Bos indicus	Uganda	LAMWO	MADI OPEI	72	33.050160	Shorthorn Zebu	3.472670	female	2011	1046	23.925000	13.150000	76.011564	135.939486	31.799999	14.500000	17.299999	22.450000	25.100000	25.733333	22.316667	164.000000	9.000000	60.065414	438.000000	54.000000	86.000000	423.000000
UGBT-G2-0436	ERS420948	30523	Bos taurus x Bos indicus	Uganda	LAMWO	MADI OPEI	60	33.050160	Shorthorn Zebu	3.472670	female	2011	1046	23.925000	13.150000	76.011564	135.939486	31.799999	14.500000	17.299999	22.450000	25.100000	25.733333	22.316667	164.000000	9.000000	60.065414	438.000000	54.000000	86.000000	423.000000
UGBT-G2-0438	ERS420950	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	72	33.066820	Shorthorn Zebu	3.514630	female	2011	1031	23.804167	13.225000	76.445082	133.883560	31.700001	14.400000	17.300001	22.366667	25.000000	25.600000	22.250000	161.000000	10.000000	59.906735	432.000000	54.000000	86.000000	417.000000
UGBT-G2-0440	ERS420952	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	12	33.066820	Shorthorn Zebu	3.514630	female	2011	1031	23.804167	13.225000	76.445082	133.883560	31.700001	14.400000	17.300001	22.366667	25.000000	25.600000	22.250000	161.000000	10.000000	59.906735	432.000000	54.000000	86.000000	417.000000
UGBT-G2-0441	ERS420953	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	72	33.066820	Shorthorn Zebu	3.514630	female	2011	1031	23.804167	13.225000	76.445082	133.883560	31.700001	14.400000	17.300001	22.366667	25.000000	25.600000	22.250000	161.000000	10.000000	59.906735	432.000000	54.000000	86.000000	417.000000
UGBT-G2-0442	ERS420954	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	24	33.062020	Shorthorn Zebu	3.497130	female	2011	1033	23.941667	13.200000	76.300580	133.923883	31.799999	14.500000	17.299999	22.500000	25.133333	25.733333	22.366666	162.000000	9.000000	59.950259	432.000000	54.000000	85.000000	417.000000
UGBT-G2-0444	ERS420956	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	72	33.062020	Shorthorn Zebu	3.497130	female	2011	1033	23.941667	13.200000	76.300580	133.923883	31.799999	14.500000	17.299999	22.500000	25.133333	25.733333	22.366666	162.000000	9.000000	59.950259	432.000000	54.000000	85.000000	417.000000
