Sample	ACCESSION	TAXID	SCIENTIFIC_NAME	COUNTRY	CLOSEST_CITY	CLOSEST_LOCALITY	ESTIMATED_AGE	LONGITUDE	BREED	LATITUDE	GENDER	SAMPLING_DATE	wc2.0_bio_30s_12	wc2.0_bio_30s_01	wc2.0_bio_30s_02	wc2.0_bio_30s_03	wc2.0_bio_30s_04	wc2.0_bio_30s_05	wc2.0_bio_30s_06	wc2.0_bio_30s_07	wc2.0_bio_30s_08	wc2.0_bio_30s_09	wc2.0_bio_30s_10	wc2.0_bio_30s_11	wc2.0_bio_30s_13	wc2.0_bio_30s_14	wc2.0_bio_30s_15	wc2.0_bio_30s_16	wc2.0_bio_30s_17	wc2.0_bio_30s_18	wc2.0_bio_30s_19
UGBT-E3-0350	ERS420727	30523	Bos taurus x Bos indicus	Uganda	ADJUMANI	ITIRIKWA	96	31.732580	Shorthorn Zebu	3.141430	male	2011	1270	24.141666	11.366667	78.390804	105.223445	31.200001	16.700001	14.500000	23.199999	25.033333	25.600000	23.000000	173.000000	13.000000	53.625646	485.000000	67.000000	108.000000	467.000000
UGBT-E3-0353	ERS420730	30523	Bos taurus x Bos indicus	Uganda	ADJUMANI	ITIRIKWA	36	31.732580	Shorthorn Zebu	3.141430	male	2011	1270	24.141666	11.366667	78.390804	105.223445	31.200001	16.700001	14.500000	23.199999	25.033333	25.600000	23.000000	173.000000	13.000000	53.625646	485.000000	67.000000	108.000000	467.000000
UGBT-E3-0357	ERS420734	30523	Bos taurus x Bos indicus	Uganda	ADJUMANI	ITIRIKWA	48	31.756200	Shorthorn Zebu	3.167410	male	2011	1263	24.395833	11.458333	78.481731	107.162973	31.400000	16.799999	14.600000	23.433333	25.250000	25.850000	23.233333	172.000000	12.000000	54.332612	481.000000	64.000000	105.000000	466.000000
UGBT-E5-0677	ERS239075	30523	Bos taurus x Bos indicus	Uganda	MASINDI	NYANGAHYA	12	31.797510	Ankole	1.662950	male	2012	1221	23.279167	11.041667	80.012074	97.291933	30.200001	16.400000	13.800001	22.400000	24.283333	24.683333	22.216667	151.000000	31.000000	42.000365	422.000000	126.000000	177.000000	364.000000
UGBT-E5-0678	ERS420762	30523	Bos taurus x Bos indicus	Uganda	MASINDI	NYANGAHYA	12	31.797510	Small East African Zebu	1.662950	male	2012	1221	23.279167	11.041667	80.012074	97.291933	30.200001	16.400000	13.800001	22.400000	24.283333	24.683333	22.216667	151.000000	31.000000	42.000365	422.000000	126.000000	177.000000	364.000000
UGBT-E5-0679	ERS420763	30523	Bos taurus x Bos indicus	Uganda	MASINDI	NYANGAHYA	12	31.797510	Ankole	1.662950	male	2012	1221	23.279167	11.041667	80.012074	97.291933	30.200001	16.400000	13.800001	22.400000	24.283333	24.683333	22.216667	151.000000	31.000000	42.000365	422.000000	126.000000	177.000000	364.000000
UGBT-E5-0681	ERS420765	30523	Bos taurus x Bos indicus	Uganda	MASINDI	NYANGAHYA	24	31.706170	Ankole	1.655830	male	2012	1294	22.920834	10.725000	79.444446	95.285645	29.700001	16.200001	13.500000	22.050000	23.933334	24.300000	21.900000	160.000000	32.000000	41.998375	445.000000	132.000000	185.000000	384.000000
UGBT-E5-0684	ERS420768	30523	Bos taurus x Bos indicus	Uganda	MASINDI	NYANGAHYA	18	31.706170	Ankole	1.655830	male	2012	1294	22.920834	10.725000	79.444446	95.285645	29.700001	16.200001	13.500000	22.050000	23.933334	24.300000	21.900000	160.000000	32.000000	41.998375	445.000000	132.000000	185.000000	384.000000
UGBT-E5-0685	ERS420769	30523	Bos taurus x Bos indicus	Uganda	MASINDI	NYANGAHYA	24	31.706170	Ankole	1.655830	male	2012	1294	22.920834	10.725000	79.444446	95.285645	29.700001	16.200001	13.500000	22.050000	23.933334	24.300000	21.900000	160.000000	32.000000	41.998375	445.000000	132.000000	185.000000	384.000000
UGBT-E6-0724	ERS420778	30523	Bos taurus x Bos indicus	Uganda	HOIMA	KYANKWANZI	60	31.746910	Shorthorn Zebu	0.804340	male	2012	1147	22.225000	10.366666	83.602152	70.210719	28.500000	16.100000	12.400000	22.550000	22.916667	23.216667	21.400000	163.000000	34.000000	42.651839	386.000000	144.000000	183.000000	298.000000
UGBT-E7-0772	ERS420795	30523	Bos taurus x Bos indicus	Uganda	MUBENDE	MUBENDE	48	31.907790	Ankole	0.390830	male	2012	1020	21.725000	10.200000	86.440672	53.788317	27.700001	15.900000	11.800001	21.733333	20.966667	22.333334	20.966667	136.000000	40.000000	39.544210	350.000000	162.000000	213.000000	162.000000
UGBT-E7-0780	ERS420803	30523	Bos taurus x Bos indicus	Uganda	MUBENDE	KAGOMA	12	31.896560	Ankole	0.370130	male	2012	997	21.700000	9.516667	84.970247	53.470475	27.299999	16.100000	11.199999	21.683333	20.966667	22.333333	20.966667	133.000000	38.000000	39.822327	343.000000	155.000000	211.000000	155.000000
UGBT-E7-0781	ERS420804	30523	Bos taurus x Bos indicus	Uganda	MUBENDE	KAGOMA	12	31.896560	Ankole	0.370130	male	2012	997	21.700000	9.516667	84.970247	53.470475	27.299999	16.100000	11.199999	21.683333	20.966667	22.333333	20.966667	133.000000	38.000000	39.822327	343.000000	155.000000	211.000000	155.000000
UGBT-E7-0782	ERS420805	30523	Bos taurus x Bos indicus	Uganda	MUBENDE	KAGOMA	24	31.896560	Ankole	0.370130	male	2012	997	21.700000	9.516667	84.970247	53.470475	27.299999	16.100000	11.199999	21.683333	20.966667	22.333333	20.966667	133.000000	38.000000	39.822327	343.000000	155.000000	211.000000	155.000000
UGBT-E7-0785	ERS420808	30523	Bos taurus x Bos indicus	Uganda	MUBENDE	KAGOMA	12	31.896560	Ankole	0.370130	male	2012	997	21.700000	9.516667	84.970247	53.470475	27.299999	16.100000	11.199999	21.683333	20.966667	22.333333	20.966667	133.000000	38.000000	39.822327	343.000000	155.000000	211.000000	155.000000
UGBT-E8-0204	ERS420823	30523	Bos taurus x Bos indicus	Uganda	MASAKA	BUKOMANSIMBI	24	31.559350	Nganda	-0.144610	male	2011	950	21.375000	11.366667	81.774584	54.543551	28.500000	14.600000	13.900000	21.516667	20.716667	22.116667	20.716667	146.000000	23.000000	46.313963	357.000000	110.000000	214.000000	110.000000
UGBT-F3-0506	ERS420848	30523	Bos taurus x Bos indicus	Uganda	GULU	UNYAMA	24	32.354400	Ankole Zebu cross	2.848370	male	2011	1388	23.345833	11.775000	79.560812	105.128869	30.400000	15.600000	14.799999	22.133334	24.316667	24.783333	22.133334	197.000000	15.000000	55.579658	519.000000	70.000000	115.000000	519.000000
UGBT-F3-0508	ERS420850	30523	Bos taurus x Bos indicus	Uganda	GULU	UNYAMA	36	32.354400	Shorthorn Zebu	2.848370	male	2011	1388	23.345833	11.775000	79.560812	105.128869	30.400000	15.600000	14.799999	22.133334	24.316667	24.783333	22.133334	197.000000	15.000000	55.579658	519.000000	70.000000	115.000000	519.000000
UGBT-F3-0519	ERS420861	30523	Bos taurus x Bos indicus	Uganda	GULU	KORO	60	32.404840	Shorthorn Zebu	2.691350	male	2011	1414	23.091667	11.483333	78.652963	104.246944	30.100000	15.500000	14.600000	21.883333	24.100000	24.533333	21.883333	199.000000	17.000000	54.091712	527.000000	79.000000	124.000000	527.000000
UGBT-F3-0524	ERS420865	30523	Bos taurus x Bos indicus	Uganda	GULU	KORO	36	32.417190	Shorthorn Zebu	2.698070	male	2011	1419	23.100000	11.566667	78.684803	105.054107	30.100000	15.400000	14.700001	21.883333	24.100000	24.533333	21.883333	200.000000	17.000000	54.247081	528.000000	79.000000	125.000000	528.000000
UGBT-F4-0599	ERS420880	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	24	32.456560	Shorthorn Zebu	2.025530	male	2011	1254	23.450000	11.250000	78.671333	100.927520	30.500000	16.200001	14.299999	22.583333	24.416667	24.866667	22.333333	156.000000	23.000000	45.437451	439.000000	109.000000	148.000000	407.000000
UGBT-F4-0603	ERS420884	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	60	32.448500	Shorthorn Zebu	2.047150	male	2011	1256	23.408333	11.116666	78.286390	101.842873	30.400000	16.200001	14.199999	22.533333	24.366666	24.833333	22.283333	157.000000	22.000000	45.918488	443.000000	107.000000	147.000000	410.000000
UGBT-F4-0604	ERS420885	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	60	32.448500	Shorthorn Zebu	2.047150	male	2011	1256	23.408333	11.116666	78.286390	101.842873	30.400000	16.200001	14.199999	22.533333	24.366666	24.833333	22.283333	157.000000	22.000000	45.918488	443.000000	107.000000	147.000000	410.000000
UGBT-F4-0605	ERS420886	30523	Bos taurus x Bos indicus	Uganda	APAC	CHEGERE	60	32.448500	Shorthorn Zebu	2.047150	male	2011	1256	23.408333	11.116666	78.286390	101.842873	30.400000	16.200001	14.199999	22.533333	24.366666	24.833333	22.283333	157.000000	22.000000	45.918488	443.000000	107.000000	147.000000	410.000000
UGBT-F5-0659	ERS420905	30523	Bos taurus x Bos indicus	Uganda	MASINDI	KIMENGO	12	32.096480	Ankole	1.397330	male	2012	1106	23.075000	10.916667	83.333331	76.500154	29.500000	16.400000	13.100000	22.450000	23.766667	24.083333	22.100000	145.000000	29.000000	42.185295	373.000000	120.000000	165.000000	314.000000
UGBT-G2-0437	ERS420949	30523	Bos taurus x Bos indicus	Uganda	LAMWO	MADI OPEI	120	33.050160	Shorthorn Zebu	3.472670	male	2011	1046	23.925000	13.150000	76.011564	135.939486	31.799999	14.500000	17.299999	22.450000	25.100000	25.733333	22.316667	164.000000	9.000000	60.065414	438.000000	54.000000	86.000000	423.000000
UGBT-G2-0443	ERS420955	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	72	33.062020	Shorthorn Zebu	3.497130	male	2011	1033	23.941667	13.200000	76.300580	133.923883	31.799999	14.500000	17.299999	22.500000	25.133333	25.733333	22.366666	162.000000	9.000000	59.950259	432.000000	54.000000	85.000000	417.000000
UGBT-G2-0445	ERS420957	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	60	33.062020	Shorthorn Zebu	3.497130	male	2011	1033	23.941667	13.200000	76.300580	133.923883	31.799999	14.500000	17.299999	22.500000	25.133333	25.733333	22.366666	162.000000	9.000000	59.950259	432.000000	54.000000	85.000000	417.000000
UGBT-G2-0446	ERS239088	30523	Bos taurus x Bos indicus	Uganda	KITGUM	MUCWIN	48	32.943590	Ankole Zebu cross	3.358150	male	2011	1119	24.279167	13.125000	77.662721	126.337552	32.200001	15.300000	16.900001	22.933334	25.366667	26.050001	22.933334	170.000000	9.000000	58.055877	451.000000	60.000000	92.000000	451.000000
UGBT-G3-0490	ERS420965	30523	Bos taurus x Bos indicus	Uganda	PADER	PAJULE	36	33.071190	Ankole	3.038700	male	2011	1215	23.500000	12.416666	78.586499	115.895726	30.900000	15.100000	15.799999	22.233334	24.583333	25.116667	22.200000	189.000000	9.000000	58.693227	494.000000	68.000000	101.000000	484.000000
UGBT-G3-0495	ERS420970	30523	Bos taurus x Bos indicus	Uganda	PADER	PAJULE	24	33.071190	Shorthorn Zebu	3.038700	male	2011	1215	23.500000	12.416666	78.586499	115.895726	30.900000	15.100000	15.799999	22.233334	24.583333	25.116667	22.200000	189.000000	9.000000	58.693227	494.000000	68.000000	101.000000	484.000000
UGBT-G3-0502	ERS420977	30523	Bos taurus x Bos indicus	Uganda	PADER	PAJULE	36	33.065670	Shorthorn Zebu	2.987820	male	2011	1226	23.550000	12.566666	78.541665	115.246768	31.100000	15.100000	16.000000	22.300000	24.600000	25.166667	22.266667	190.000000	9.000000	58.377957	497.000000	68.000000	103.000000	487.000000
UGBT-G3-0503	ERS420978	30523	Bos taurus x Bos indicus	Uganda	PADER	PAJULE	36	33.065670	Shorthorn Zebu	2.987820	male	2011	1226	23.550000	12.566666	78.541665	115.246768	31.100000	15.100000	16.000000	22.300000	24.600000	25.166667	22.266667	190.000000	9.000000	58.377957	497.000000	68.000000	103.000000	487.000000
UGBT-G6-0562	ERS421034	30523	Bos taurus x Bos indicus	Uganda	NAKASONGOLA	BAMUGOLODE	84	32.761320	Ankole	1.188220	male	2012	1230	22.870833	11.375000	83.639711	72.062421	29.299999	15.700000	13.599999	23.216667	23.516666	23.800000	21.933333	190.000000	28.000000	46.656855	453.000000	130.000000	181.000000	265.000000
UGBT-G7-0049	ERS421057	30523	Bos taurus x Bos indicus	Uganda	JINJA	BUTAGAYA SC	60	33.121060	Ankole	0.619050	male	2011	1350	22.041667	10.683333	84.788356	56.037061	28.100000	15.500000	12.600000	22.400001	22.350000	22.633334	21.250000	198.000000	59.000000	37.698732	475.000000	214.000000	258.000000	246.000000
UGBT-G7-0050	ERS421058	30523	Bos taurus x Bos indicus	Uganda	JINJA	BUTAGAYA SC	36	33.121060	Ankole	0.619050	male	2011	1350	22.041667	10.683333	84.788356	56.037061	28.100000	15.500000	12.600000	22.400001	22.350000	22.633334	21.250000	198.000000	59.000000	37.698732	475.000000	214.000000	258.000000	246.000000
UGBT-H2-0419	ERS421061	30523	Bos taurus x Bos indicus	Uganda	KITGUM	OROM	60	33.468380	Ankole Zebu cross	3.409430	male	2011	961	23.662500	13.758333	78.619048	111.622839	31.600000	14.100000	17.500000	22.383334	24.616667	25.200000	22.366667	155.000000	9.000000	60.960094	410.000000	58.000000	88.000000	392.000000
UGBT-H2-0423	ERS421065	30523	Bos taurus x Bos indicus	Uganda	KITGUM	OROM	72	33.486220	Shorthorn Zebu	3.553610	male	2011	912	23.587500	13.208333	78.155821	124.409974	31.299999	14.400000	16.900000	22.166666	24.616666	25.300000	22.166666	143.000000	9.000000	60.157161	387.000000	54.000000	84.000000	387.000000
UGBT-H2-0424	ERS421066	30523	Bos taurus x Bos indicus	Uganda	KITGUM	OROM	84	33.486220	Shorthorn Zebu	3.553610	male	2011	912	23.587500	13.208333	78.155821	124.409974	31.299999	14.400000	16.900000	22.166666	24.616666	25.300000	22.166666	143.000000	9.000000	60.157161	387.000000	54.000000	84.000000	387.000000
UGBT-H2-0426	ERS421068	30523	Bos taurus x Bos indicus	Uganda	KITGUM	OROM	48	33.486410	Shorthorn Zebu	3.359780	male	2011	969	23.670833	13.541667	80.128207	110.873776	31.299999	14.400000	16.900000	22.416667	24.616666	25.216667	22.416667	156.000000	9.000000	61.351112	415.000000	57.000000	87.000000	415.000000
UGBT-H2-0428	ERS421070	30523	Bos taurus x Bos indicus	Uganda	KITGUM	OROM	96	33.486410	Ankole Zebu cross	3.359780	male	2011	969	23.670833	13.541667	80.128207	110.873776	31.299999	14.400000	16.900000	22.416667	24.616666	25.216667	22.416667	156.000000	9.000000	61.351112	415.000000	57.000000	87.000000	415.000000
UGBT-H3-0453	ERS421078	30523	Bos taurus x Bos indicus	Uganda	ABIM	ALEREK	72	33.656794	Shorthorn Zebu	2.700090	male	2011	1055	23.254167	12.025000	79.111844	106.886912	30.400000	15.200000	15.200000	22.016666	24.316667	24.733333	22.016666	161.000000	10.000000	58.435419	433.000000	65.000000	98.000000	433.000000
UGBT-H3-0455	ERS421080	30523	Bos taurus x Bos indicus	Uganda	ABIM	ALEREK	12	33.752250	Shorthorn Zebu	2.826190	male	2011	1046	23.125000	12.633334	78.958335	101.589652	30.500000	14.500000	16.000000	21.900000	24.100000	24.466667	21.900000	158.000000	11.000000	58.164224	420.000000	66.000000	101.000000	420.000000
UGBT-H3-0456	ERS421081	30523	Bos taurus x Bos indicus	Uganda	ABIM	ALEREK	24	33.752250	Shorthorn Zebu	2.826190	male	2011	1046	23.125000	12.633334	78.958335	101.589652	30.500000	14.500000	16.000000	21.900000	24.100000	24.466667	21.900000	158.000000	11.000000	58.164224	420.000000	66.000000	101.000000	420.000000
UGBT-H3-0457	ERS421082	30523	Bos taurus x Bos indicus	Uganda	ABIM	ALEREK	12	33.752250	Shorthorn Zebu	2.826190	male	2011	1046	23.125000	12.633334	78.958335	101.589652	30.500000	14.500000	16.000000	21.900000	24.100000	24.466667	21.900000	158.000000	11.000000	58.164224	420.000000	66.000000	101.000000	420.000000
UGBT-H3-0458	ERS421083	30523	Bos taurus x Bos indicus	Uganda	ABIM	ALEREK	96	33.738540	Shorthorn Zebu	2.819390	male	2011	1009	23.275000	12.733333	78.600829	101.991526	30.799999	14.600000	16.199999	22.050000	24.283333	24.633333	22.050000	158.000000	10.000000	59.237269	420.000000	62.000000	94.000000	420.000000
UGBT-H3-0459	ERS421084	30523	Bos taurus x Bos indicus	Uganda	ABIM	ALEREK	24	33.738540	Shorthorn Zebu	2.819390	male	2011	1009	23.275000	12.733333	78.600829	101.991526	30.799999	14.600000	16.199999	22.050000	24.283333	24.633333	22.050000	158.000000	10.000000	59.237269	420.000000	62.000000	94.000000	420.000000
UGBT-H4-0863	ERS421096	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	36	33.471950	East African Shorthorn Zebu	2.147460	male	2012	1324	23.766666	13.050000	78.143714	114.501559	31.400000	14.700000	16.700000	22.466667	24.900000	25.383333	22.450000	193.000000	16.000000	53.801411	487.000000	93.000000	139.000000	460.000000
UGBT-H4-0866	ERS421099	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	36	33.471950	East African Shorthorn Zebu	2.147460	male	2012	1324	23.766666	13.050000	78.143714	114.501559	31.400000	14.700000	16.700000	22.466667	24.900000	25.383333	22.450000	193.000000	16.000000	53.801411	487.000000	93.000000	139.000000	460.000000
UGBT-H4-0868	ERS421101	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	48	33.677120	East African Shorthorn Zebu	2.287450	male	2012	1184	23.870833	13.525000	75.983149	100.373360	32.299999	14.500000	17.799999	22.666667	24.950000	25.100000	22.616666	172.000000	15.000000	52.347864	440.000000	86.000000	128.000000	422.000000
UGBT-H4-0869	ERS421102	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	60	33.677120	East African Shorthorn Zebu	2.287450	male	2012	1184	23.870833	13.525000	75.983149	100.373360	32.299999	14.500000	17.799999	22.666667	24.950000	25.100000	22.616666	172.000000	15.000000	52.347864	440.000000	86.000000	128.000000	422.000000
UGBT-H4-0870	ERS421103	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	60	33.677120	East African Shorthorn Zebu	2.287450	male	2012	1184	23.870833	13.525000	75.983149	100.373360	32.299999	14.500000	17.799999	22.666667	24.950000	25.100000	22.616666	172.000000	15.000000	52.347864	440.000000	86.000000	128.000000	422.000000
UGBT-H4-0873	ERS421106	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	24	33.527120	East African Shorthorn Zebu	2.479190	male	2012	1140	23.679167	13.325000	75.282491	106.140086	32.099998	14.400000	17.699999	22.433333	24.850000	25.033333	22.400000	173.000000	12.000000	55.510359	456.000000	75.000000	111.000000	442.000000
UGBT-H4-0874	ERS421107	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	84	33.527120	East African Shorthorn Zebu	2.479190	male	2012	1140	23.679167	13.325000	75.282491	106.140086	32.099998	14.400000	17.699999	22.433333	24.850000	25.033333	22.400000	173.000000	12.000000	55.510359	456.000000	75.000000	111.000000	442.000000
UGBT-H4-0875	ERS421108	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	60	33.527120	East African Shorthorn Zebu	2.479190	male	2012	1140	23.679167	13.325000	75.282491	106.140086	32.099998	14.400000	17.699999	22.433333	24.850000	25.033333	22.400000	173.000000	12.000000	55.510359	456.000000	75.000000	111.000000	442.000000
UGBT-H4-0877	ERS421110	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	36	33.527120	East African Shorthorn Zebu	2.479190	male	2012	1140	23.679167	13.325000	75.282491	106.140086	32.099998	14.400000	17.699999	22.433333	24.850000	25.033333	22.400000	173.000000	12.000000	55.510359	456.000000	75.000000	111.000000	442.000000
UGBT-H6-0811	ERS421139	30523	Bos taurus x Bos indicus	Uganda	NAMUTUMBA	NAKALOKWE	72	33.726080	East African Shorthorn Zebu	0.849160	male	2012	1302	22.966667	11.000000	83.969467	70.657089	29.400000	16.299999	13.100000	23.300000	23.683333	23.916667	22.100000	197.000000	40.000000	41.525361	489.000000	171.000000	214.000000	310.000000
UGBT-H6-0812	ERS421140	30523	Bos taurus x Bos indicus	Uganda	NAMUTUMBA	NAKALOKWE	60	33.726080	East African Shorthorn Zebu	0.849160	male	2012	1302	22.966667	11.000000	83.969467	70.657089	29.400000	16.299999	13.100000	23.300000	23.683333	23.916667	22.100000	197.000000	40.000000	41.525361	489.000000	171.000000	214.000000	310.000000
UGBT-H6-0813	ERS421141	30523	Bos taurus x Bos indicus	Uganda	NAMUTUMBA	NAKALOKWE	48	33.726080	East African Shorthorn Zebu	0.849160	male	2012	1302	22.966667	11.000000	83.969467	70.657089	29.400000	16.299999	13.100000	23.300000	23.683333	23.916667	22.100000	197.000000	40.000000	41.525361	489.000000	171.000000	214.000000	310.000000
UGBT-H6-0814	ERS421142	30523	Bos taurus x Bos indicus	Uganda	NAMUTUMBA	NAKALOKWE	48	33.726080	East African Shorthorn Zebu	0.849160	male	2012	1302	22.966667	11.000000	83.969467	70.657089	29.400000	16.299999	13.100000	23.300000	23.683333	23.916667	22.100000	197.000000	40.000000	41.525361	489.000000	171.000000	214.000000	310.000000
UGBT-H6-0815	ERS421143	30523	Bos taurus x Bos indicus	Uganda	NAMUTUMBA	NAKALOKWE	72	33.726080	East African Shorthorn Zebu	0.849160	male	2012	1302	22.966667	11.000000	83.969467	70.657089	29.400000	16.299999	13.100000	23.300000	23.683333	23.916667	22.100000	197.000000	40.000000	41.525361	489.000000	171.000000	214.000000	310.000000
UGBT-H6-0820	ERS421148	30523	Bos taurus x Bos indicus	Uganda	NAMUTUMBA	NAKYERE	48	33.738190	East African Shorthorn Zebu	0.781470	male	2012	1351	23.025000	11.100000	84.732831	69.363993	29.299999	16.200001	13.099998	23.400000	23.700000	23.950000	22.183333	213.000000	43.000000	42.064946	514.000000	182.000000	227.000000	304.000000
UGBT-H7-0057	ERS421155	30523	Bos taurus x Bos indicus	Uganda	JINJA	BULAMAGI SC	72	33.420770	Shorthorn Zebu	0.651760	male	2011	1296	22.733333	10.950000	85.546881	60.088315	28.799999	16.000000	12.799999	23.050000	23.216667	23.466666	21.916666	188.000000	49.000000	37.873153	469.000000	188.000000	233.000000	269.000000
UGBT-H7-0058	ERS421156	30523	Bos taurus x Bos indicus	Uganda	JINJA	BULAMAGI SC	48	33.420770	Shorthorn Zebu	0.651760	male	2011	1296	22.733333	10.950000	85.546881	60.088315	28.799999	16.000000	12.799999	23.050000	23.216667	23.466666	21.916666	188.000000	49.000000	37.873153	469.000000	188.000000	233.000000	269.000000
UGBT-H7-0062	ERS421160	30523	Bos taurus x Bos indicus	Uganda	JINJA	MPUGWE SC	36	33.556600	Shorthorn Zebu	0.441520	male	2011	1377	22.041667	10.650000	85.199995	59.575525	28.200001	15.700000	12.500001	22.416667	22.483333	22.766667	21.233333	207.000000	61.000000	37.290540	496.000000	223.000000	267.000000	253.000000
UGBT-H7-0063	ERS421161	30523	Bos taurus x Bos indicus	Uganda	JINJA	MPUGWE SC	120	33.556600	Shorthorn Zebu	0.441520	male	2011	1377	22.041667	10.650000	85.199995	59.575525	28.200001	15.700000	12.500001	22.416667	22.483333	22.766667	21.233333	207.000000	61.000000	37.290540	496.000000	223.000000	267.000000	253.000000
UGBT-H7-0068	ERS421166	30523	Bos taurus x Bos indicus	Uganda	BUGIRI	BUKOLI	120	33.688130	Ankole	0.479440	male	2011	1373	22.475000	10.833333	85.978835	59.256752	28.700001	16.100000	12.600000	22.850000	22.950000	23.216667	21.700000	214.000000	58.000000	39.344550	508.000000	213.000000	259.000000	257.000000
UGBT-H7-0070	ERS421168	30523	Bos taurus x Bos indicus	Uganda	BUGIRI	BUKOLI	120	33.688130	Shorthorn Zebu	0.479440	male	2011	1373	22.475000	10.833333	85.978835	59.256752	28.700001	16.100000	12.600000	22.850000	22.950000	23.216667	21.700000	214.000000	58.000000	39.344550	508.000000	213.000000	259.000000	257.000000
UGBT-H7-0071	ERS421169	30523	Bos taurus x Bos indicus	Uganda	BUGIRI	Bukoli	-99999	33.688130	Shorthorn Zebu	0.479440	female	2011	1373	22.475000	10.833333	85.978835	59.256752	28.700001	16.100000	12.600000	22.850000	22.950000	23.216667	21.700000	214.000000	58.000000	39.344550	508.000000	213.000000	259.000000	257.000000
UGBT-H7-0072	ERS421170	30523	Bos taurus x Bos indicus	Uganda	BUGIRI	Bukoli	-99999	33.680910	Shorthorn Zebu	0.524740	female	2011	1321	22.533333	11.050000	85.658914	60.163918	28.799999	15.900000	12.900000	22.900000	23.016667	23.266667	21.733333	201.000000	55.000000	38.101498	479.000000	203.000000	246.000000	255.000000
UGBT-H7-0073	ERS421171	30523	Bos taurus x Bos indicus	Uganda	BUGIRI	Bukoli	-99999	33.680910	Shorthorn Zebu	0.524740	female	2011	1321	22.533333	11.050000	85.658914	60.163918	28.799999	15.900000	12.900000	22.900000	23.016667	23.266667	21.733333	201.000000	55.000000	38.101498	479.000000	203.000000	246.000000	255.000000
UGBT-I3-0484	ERS421191	30523	Bos taurus x Bos indicus	Uganda	KOTIDO	PANYANGARA	72	33.992990	Shorthorn Zebu	2.993550	male	2011	783	22.941667	13.866667	79.238095	99.859751	31.100000	13.600000	17.500000	21.666667	23.933333	24.250000	21.666667	130.000000	9.000000	58.954504	333.000000	52.000000	83.000000	333.000000
UGBT-I4-0882	ERS421197	30523	Bos taurus x Bos indicus	Uganda	NAPAK	IRIRI	36	33.964310	East African Shorthorn Zebu	2.120290	male	2012	1096	23.683333	13.600000	76.836161	90.862865	32.099998	14.400000	17.699999	22.583333	24.683333	24.816667	22.550000	154.000000	18.000000	49.476567	391.000000	84.000000	125.000000	382.000000
UGBT-I4-0887	ERS421202	30523	Bos taurus x Bos indicus	Uganda	NAPAK	IRIRI	72	33.971970	East African Shorthorn Zebu	2.147460	male	2012	1063	23.733333	13.700000	76.966287	90.737706	32.200001	14.400000	17.800001	22.650000	24.716667	24.850000	22.600000	152.000000	17.000000	49.795325	383.000000	81.000000	121.000000	374.000000
UGBT-I6-0023	ERS421235	30523	Bos taurus x Bos indicus	Uganda	BUTALEJA	BUTALEJA TC	-99999	33.963170	East African Shorthorn Zebu	0.944940	male	2011	1174	23.333333	11.433333	84.068624	72.717798	29.900000	16.299999	13.600000	23.700000	24.066667	24.316666	22.450000	168.000000	35.000000	39.785295	434.000000	150.000000	199.000000	309.000000
UGBT-I6-0827	ERS421242	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	18	33.951860	East African Shorthorn Zebu	1.016820	male	2012	1200	22.916667	11.366667	82.968370	79.123995	29.500000	15.800000	13.700000	23.316667	23.766667	24.016667	22.016667	175.000000	34.000000	41.893751	446.000000	146.000000	192.000000	325.000000
UGBT-I7-0009	ERS421253	30523	Bos taurus x Bos indicus	Uganda	Tororo	Tororo	-99999	34.125450	East African Shorthorn Zebu	0.598880	male	2011	1476	22.775000	11.750000	86.397062	63.299443	29.400000	15.800000	13.599999	23.166666	23.316667	23.583333	21.966666	222.000000	53.000000	41.726300	561.000000	207.000000	252.000000	310.000000
UGBT-I7-0018	ERS421261	30523	Bos taurus x Bos indicus	Uganda	TORORO	OSUKURU	120	34.104060	East African Shorthorn Zebu	0.726440	male	2011	1289	22.475000	11.483333	84.436272	67.470543	29.000000	15.400000	13.600000	22.900000	23.100000	23.366667	21.650000	182.000000	49.000000	37.235776	469.000000	186.000000	223.000000	297.000000
