Sample,ACCESSION,TAXID,SCIENTIFIC_NAME,COUNTRY,CLOSEST_CITY,CLOSEST_LOCALITY,ESTIMATED_AGE,LONGITUDE,BREED,LATITUDE,GENDER,SAMPLING_DATE
UGBT-I4-0894,ERS421209,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,120 months,34.19487,East African Shorthorn Zebu,2.51121,female,2012-01-25
UGBT-I4-0895,ERS421210,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,120 months,34.19487,East African Shorthorn Zebu,2.51121,female,2012-01-25
UGBT-I4-0897,ERS421212,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,84 months,34.19487,East African Shorthorn Zebu,2.51121,female,2012-01-25
UGBT-I5-0838,ERS421213,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,120 months,33.96589,East African Shorthorn Zebu,1.98951,female,2012-01-23
UGBT-I5-0839,ERS421214,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,96 months,33.96589,East African Shorthorn Zebu,1.98951,female,2012-01-23
UGBT-I5-0840,ERS421215,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,84 months,33.96589,East African Shorthorn Zebu,1.98951,female,2012-01-23
UGBT-I5-0841,ERS421216,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,72 months,33.96589,East African Shorthorn Zebu,1.98951,female,2012-01-23
UGBT-I5-0842,ERS421217,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,96 months,33.96589,East African Shorthorn Zebu,1.98951,female,2012-01-23
UGBT-I5-0843,ERS421218,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,96 months,33.95532,East African Shorthorn Zebu,1.91297,female,2012-01-23
UGBT-I5-0844,ERS421219,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,84 months,33.95532,East African Shorthorn Zebu,1.91297,female,2012-01-23
UGBT-I5-0845,ERS421220,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,96 months,33.95532,East African Shorthorn Zebu,1.91297,female,2012-01-23
UGBT-I5-0846,ERS421221,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,72 months,33.95532,East African Shorthorn Zebu,1.91297,female,2012-01-23
UGBT-I5-0847,ERS421222,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,84 months,33.95532,East African Shorthorn Zebu,1.91297,female,2012-01-23
UGBT-I5-0849,ERS421224,30523,Bos taurus x Bos indicus,Uganda,Katakwi,Usuk,24 months,34.04003,East African Shorthorn Zebu,1.91401,female,2012-01-23
UGBT-I5-0850,ERS421225,30523,Bos taurus x Bos indicus,Uganda,Katakwi,Usuk,96 months,34.04003,East African Shorthorn Zebu,1.91401,female,2012-01-23
UGBT-I5-0851,ERS421226,30523,Bos taurus x Bos indicus,Uganda,Katakwi,Usuk,24 months,34.04003,East African Shorthorn Zebu,1.91401,female,2012-01-23
UGBT-I5-0852,ERS421227,30523,Bos taurus x Bos indicus,Uganda,Katakwi,Usuk,24 months,34.04003,East African Shorthorn Zebu,1.91401,female,2012-01-23
UGBT-I5-0853,ERS421228,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,84 months,34.00168,East African Shorthorn Zebu,1.53411,female,2012-01-23
UGBT-I5-0854,ERS421229,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,84 months,34.00168,East African Shorthorn Zebu,1.53411,female,2012-01-23
UGBT-I5-0855,ERS421230,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,24 months,34.00168,East African Shorthorn Zebu,1.53411,female,2012-01-23
UGBT-I6-0021,ERS421233,30523,Bos taurus x Bos indicus,Uganda,Butaleja TC,Butaleja,,33.96317,East African Shorthorn Zebu,0.94494,female,2011-03-11
UGBT-I6-0022,ERS421234,30523,Bos taurus x Bos indicus,Uganda,BUTALEJA,BUTALEJA TC,84 months,33.96317,East African Shorthorn Zebu,0.94494,female,2011-03-11
UGBT-I6-0024,ERS421236,30523,Bos taurus x Bos indicus,Uganda,BUTALEJA,BUTALEJA TC,60 months,33.96317,East African Shorthorn Zebu,0.94494,female,2011-03-11
UGBT-I6-0822,ERS421237,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,60 months,33.99393,East African Shorthorn Zebu,1.03371,female,2012-01-18
UGBT-I6-0824,ERS421239,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,36 months,33.99393,East African Shorthorn Zebu,1.03371,female,2012-01-18
UGBT-I6-0825,ERS421240,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,120 months,33.99393,East African Shorthorn Zebu,1.03371,female,2012-01-18
UGBT-I6-0826,ERS421241,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,144 months,33.99393,East African Shorthorn Zebu,1.03371,female,2012-01-18
UGBT-I6-0828,ERS421243,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,120 months,33.95186,East African Shorthorn Zebu,1.01682,female,2012-01-18
UGBT-I6-0830,ERS421245,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,144 months,33.95186,East African Shorthorn Zebu,1.01682,female,2012-01-18
UGBT-I6-0831,ERS421246,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,36 months,33.95186,East African Shorthorn Zebu,1.01682,female,2012-01-18
UGBT-I6-0833,ERS421248,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,NAMIREMBE,120 months,33.91879,East African Shorthorn Zebu,1.01081,female,2012-01-18
UGBT-I6-0834,ERS421249,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,NAMIREMBE,96 months,33.91879,East African Shorthorn Zebu,1.01081,female,2012-01-18
UGBT-I6-0835,ERS421250,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,NAMIREMBE,180 months,33.91879,East African Shorthorn Zebu,1.01081,female,2012-01-18
UGBT-I6-0836,ERS421251,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,NAMIREMBE,132 months,33.91879,East African Shorthorn Zebu,1.01081,female,2012-01-18
UGBT-I6-0837,ERS421252,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,NAMIREMBE,120 months,33.91879,East African Shorthorn Zebu,1.01081,female,2012-01-18
UGBT-I7-0011,ERS421255,30523,Bos taurus x Bos indicus,Uganda,TORORO,OSUKURU,60 months,34.12545,East African Shorthorn Zebu,0.59888,female,2011-03-10
UGBT-I7-0012,ERS421256,30523,Bos taurus x Bos indicus,Uganda,TORORO,OSUKURU,144 months,34.12545,East African Shorthorn Zebu,0.59888,female,2011-03-10
UGBT-I7-0014,ERS239071,30523,Bos taurus x Bos indicus,Uganda,TORORO,OSUKURU,144 months,34.20359,East African Shorthorn Zebu,0.7337,female,2011-03-10
UGBT-I7-0015,ERS421258,30523,Bos taurus x Bos indicus,Uganda,TORORO,OSUKURU,72 months,34.20359,East African Shorthorn Zebu,0.7337,female,2011-03-10
UGBT-I7-0017,ERS421260,30523,Bos taurus x Bos indicus,Uganda,Tororo,kisoko,,34.10406,East African Shorthorn Zebu,0.72644,female,2011-03-10
UGBT-I7-0019,ERS421262,30523,Bos taurus x Bos indicus,Uganda,TORORO,OSUKURU,108 months,34.10406,East African Shorthorn Zebu,0.72644,female,2011-03-10
UGBT-J3-0938,ERS421264,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,72 months,34.76317,East African Shorthorn Zebu,2.68912,female,2012-01-28
UGBT-J3-0939,ERS421265,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,84 months,34.76317,East African Shorthorn Zebu,2.68912,female,2012-01-28
UGBT-J3-0940,ERS421266,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,72 months,34.76317,East African Shorthorn Zebu,2.68912,female,2012-01-28
UGBT-J3-0941,ERS421267,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,60 months,34.76317,East African Shorthorn Zebu,2.68912,female,2012-01-28
UGBT-J3-0944,ERS421270,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,84 months,34.69012,East African Shorthorn Zebu,2.64367,female,2012-01-28
UGBT-J3-0945,ERS421271,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,84 months,34.69012,East African Shorthorn Zebu,2.64367,female,2012-01-28
UGBT-J3-0946,ERS421272,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,72 months,34.69012,East African Shorthorn Zebu,2.64367,female,2012-01-28
UGBT-J3-0947,ERS421273,30523,Bos taurus x Bos indicus,Uganda,MOROTO,RUPA,84 months,34.69012,East African Shorthorn Zebu,2.64367,female,2012-01-28
UGBT-J4-0898,ERS421274,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,132 months,34.59511,East African Shorthorn Zebu,2.43656,female,2012-01-25
UGBT-J4-0899,ERS421275,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,120 months,34.59511,East African Shorthorn Zebu,2.43656,female,2012-01-25
UGBT-J4-0900,ERS421276,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,120 months,34.59511,East African Shorthorn Zebu,2.43656,female,2012-01-25
UGBT-J4-0902,ERS421278,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,96 months,34.59511,East African Shorthorn Zebu,2.43656,female,2012-01-25
UGBT-J4-0903,ERS421279,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,108 months,34.61115,East African Shorthorn Zebu,2.35065,female,2012-01-26
UGBT-J4-0904,ERS421280,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,96 months,34.61115,East African Shorthorn Zebu,2.35065,female,2012-01-26
UGBT-J4-0905,ERS421281,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,108 months,34.61115,East African Shorthorn Zebu,2.35065,female,2012-01-26
UGBT-J4-0906,ERS421282,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,72 months,34.61115,East African Shorthorn Zebu,2.35065,female,2012-01-26
UGBT-J4-0907,ERS421283,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NARISAE,96 months,34.61115,East African Shorthorn Zebu,2.35065,female,2012-01-26
UGBT-J4-0908,ERS421284,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,84 months,34.72531,East African Shorthorn Zebu,2.06323,female,2012-01-26
UGBT-J4-0909,ERS421285,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,120 months,34.72531,East African Shorthorn Zebu,2.06323,female,2012-01-26
UGBT-J4-0910,ERS421286,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,96 months,34.72531,East African Shorthorn Zebu,2.06323,female,2012-01-26
UGBT-J4-0911,ERS421287,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,120 months,34.72531,East African Shorthorn Zebu,2.06323,female,2012-01-26
UGBT-J4-0913,ERS421289,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,84 months,34.68632,East African Shorthorn Zebu,2.04746,female,2012-01-26
UGBT-J4-0914,ERS421290,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,72 months,34.68632,East African Shorthorn Zebu,2.04746,female,2012-01-26
UGBT-J4-0915,ERS421291,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,96 months,34.68632,East African Shorthorn Zebu,2.04746,female,2012-01-26
UGBT-J4-0917,ERS421293,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAWEET,96 months,34.68632,East African Shorthorn Zebu,2.04746,female,2012-01-26
UGBT-J5-0922,ERS239069,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NYATIRAE,84 months,34.59608,East African Shorthorn Zebu,1.93608,female,2012-01-27
UGBT-J5-0925,ERS421300,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,TOKORA,96 months,34.62992,East African Shorthorn Zebu,1.86651,female,2012-01-27
UGBT-J5-0926,ERS421301,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,TOKORA,72 months,34.62992,East African Shorthorn Zebu,1.86651,female,2012-01-27
UGBT-J5-0927,ERS421302,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,TOKORA,84 months,34.62992,East African Shorthorn Zebu,1.86651,female,2012-01-27
UGBT-J5-0928,ERS421303,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NYATIRAE,72 months,34.60335,East African Shorthorn Zebu,1.93438,female,2012-01-27
UGBT-J5-0929,ERS421304,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NYATIRAE,60 months,34.60335,East African Shorthorn Zebu,1.93438,female,2012-01-27
UGBT-J5-0930,ERS421305,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NYATIRAE,48 months,34.60335,East African Shorthorn Zebu,1.93438,female,2012-01-27
UGBT-J5-0931,ERS421306,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NYATIRAE,60 months,34.60335,East African Shorthorn Zebu,1.93438,female,2012-01-27
UGBT-J5-0932,ERS421307,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NYATIRAE,84 months,34.60335,East African Shorthorn Zebu,1.93438,female,2012-01-27
UGBT-J5-0933,ERS421308,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NYATIRAE,96 months,34.61116,East African Shorthorn Zebu,1.75673,female,2012-01-27
UGBT-J5-0935,ERS421310,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAMALU,84 months,34.61116,East African Shorthorn Zebu,1.75673,female,2012-01-27
UGBT-J5-0936,ERS421311,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAMALU,60 months,34.61116,East African Shorthorn Zebu,1.75673,female,2012-01-27
UGBT-J5-0937,ERS421312,30523,Bos taurus x Bos indicus,Uganda,NAKAPIRIPIRITI,NAMALU,84 months,34.61116,East African Shorthorn Zebu,1.75673,female,2012-01-27
UGBT-H2-0430,ERS239073,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,60 months,33.47214,Shorthorn Zebu,3.39326,female,2011-08-01
UGBT-H3-0461,ERS421086,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,36 months,33.73854,Shorthorn Zebu,2.81939,female,2011-08-03
UGBT-H4-0861,ERS421094,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,36 months,33.78317,East African Shorthorn Zebu,2.36653,female,2012-01-24
UGBT-H5-0642,ERS421126,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,60 months,33.31931,Ankole,1.75568,female,2011-12-23
UGBT-I4-0896,ERS421211,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,132 months,34.19487,East African Shorthorn Zebu,2.51121,female,2012-01-25
UGBT-I5-0856,ERS421231,30523,Bos taurus x Bos indicus,Uganda,KATAKWI,USUK,120 months,34.00168,East African Shorthorn Zebu,1.53411,female,2012-01-23
UGBT-I6-0829,ERS421244,30523,Bos taurus x Bos indicus,Uganda,BUDAKA,BUDAKA,72 months,33.95186,East African Shorthorn Zebu,1.01682,female,2012-01-18
UGBT-I7-0013,ERS421257,30523,Bos taurus x Bos indicus,Uganda,Tororo,Mukuju,,34.20359,East African Shorthorn Zebu,0.7337,female,2011-03-10
UGBT-D6-0708,ERS420633,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,48 months,31.23101,Small East African Zebu,1.00349,male,2012-01-04
UGBT-D7-0758,ERS420653,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,48 months,30.98114,Ankole,0.41556,male,2012-01-06
UGBT-D6-0709,ERS420634,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,96 months,31.23101,Small East African Zebu,1.00349,female,2012-01-04
UGBT-D6-0710,ERS420635,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,108 months,31.23101,Small East African Zebu,1.00349,male,2012-01-04
UGBT-D6-0711,ERS420636,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,108 months,31.19887,Small East African Zebu,1.13075,female,2012-01-04
UGBT-D6-0712,ERS420637,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,84 months,31.19887,Small East African Zebu,1.13075,female,2012-01-04
UGBT-D6-0713,ERS420638,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,96 months,31.19887,Small East African Zebu,1.13075,female,2012-01-04
UGBT-D6-0715,ERS420640,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,120 months,31.19887,Small East African Zebu,1.13075,female,2012-01-04
UGBT-D7-0746,ERS420641,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,60 months,31.35435,Ankole,0.55483,female,2012-01-05
UGBT-D7-0747,ERS420642,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,72 months,31.35435,Shorthorn Zebu,0.55483,female,2012-01-05
UGBT-D7-0748,ERS420643,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,60 months,31.35435,Ankole,0.55483,female,2012-01-05
UGBT-D7-0749,ERS420644,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,36 months,31.35435,Ankole,0.55483,female,2012-01-05
UGBT-D7-0751,ERS420646,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,96 months,31.36136,Shorthorn Zebu,0.55843,female,2012-01-05
UGBT-D7-0752,ERS420647,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,60 months,31.36136,Ankole,0.55843,female,2012-01-05
UGBT-D7-0753,ERS420648,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,60 months,31.36136,Ankole,0.55843,female,2012-01-05
UGBT-D7-0754,ERS420649,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,84 months,31.36136,Ankole,0.55843,female,2012-01-05
UGBT-D7-0755,ERS420650,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KASAMBYA,72 months,31.36136,Ankole,0.55843,female,2012-01-05
UGBT-D7-0756,ERS420651,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,120 months,30.98114,Ankole,0.41556,female,2012-01-06
UGBT-D7-0757,ERS420652,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,84 months,30.98114,Ankole,0.41556,female,2012-01-06
UGBT-D7-0760,ERS420655,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,108 months,30.98114,Ankole,0.41556,female,2012-01-06
UGBT-D7-0761,ERS239078,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,96 months,31.03319,Ankole,0.5978,female,2012-01-06
UGBT-D7-0762,ERS420656,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,120 months,31.03319,Ankole,0.5978,female,2012-01-06
UGBT-D7-0763,ERS420657,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,84 months,31.03319,Ankole,0.5978,female,2012-01-06
UGBT-D7-0764,ERS420658,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,156 months,31.03319,Ankole,0.5978,female,2012-01-06
UGBT-D7-0765,ERS420659,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MIANZI,84 months,31.03319,Small East African Zebu,0.5978,female,2012-01-06
UGBT-D8-0169,ERS420660,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,36 months,30.98911,Ankole,-0.49887,female,2011-06-09
UGBT-D8-0170,ERS420661,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,120 months,30.98911,Ankole,-0.49887,female,2011-06-09
UGBT-D8-0171,ERS420662,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,48 months,30.98911,Ankole,-0.49887,female,2011-06-09
UGBT-D8-0172,ERS420663,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,84 months,30.98911,Ankole,-0.49887,female,2011-06-09
UGBT-D8-0174,ERS420665,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,84 months,30.98776,Ankole,-0.46784,female,2011-06-09
UGBT-D8-0175,ERS420666,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,84 months,30.98776,Ankole,-0.46784,female,2011-06-09
UGBT-D8-0176,ERS420667,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,48 months,30.98776,Ankole,-0.46784,female,2011-06-09
UGBT-D8-0177,ERS420668,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,60 months,30.91901,Ankole,-0.51708,female,2011-06-09
UGBT-D8-0178,ERS420669,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,72 months,30.91901,Ankole,-0.51708,female,2011-06-09
UGBT-D8-0180,ERS420671,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,72 months,30.91901,Ankole,-0.51708,female,2011-06-09
UGBT-D8-0181,ERS420672,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,96 months,30.92874,Ankole,-0.47496,female,2011-06-09
UGBT-D8-0182,ERS420673,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,72 months,30.92874,Ankole,-0.47496,female,2011-06-09
UGBT-D8-0183,ERS420674,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,36 months,30.92874,Ankole,-0.47496,female,2011-06-09
UGBT-D8-0184,ERS420675,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,72 months,30.92874,Ankole,-0.47496,female,2011-06-09
UGBT-D8-0185,ERS420676,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,48 months,30.92767,Ankole,-0.47369,female,2011-06-09
UGBT-D8-0186,ERS420677,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,120 months,30.92767,Ankole,-0.47369,female,2011-06-09
UGBT-D8-0187,ERS420678,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,72 months,30.92767,Ankole,-0.47369,female,2011-06-09
UGBT-D8-0188,ERS420679,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,60 months,30.92767,Ankole,-0.47369,female,2011-06-09
UGBT-D9-0282,ERS420680,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,84 months,31.05875,Ankole,-0.88909,female,2011-07-01
UGBT-D9-0284,ERS420682,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,72 months,31.05875,Ankole,-0.88909,female,2011-07-01
UGBT-D9-0285,ERS420683,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,60 months,31.05875,Ankole,-0.88909,female,2011-07-01
UGBT-D9-0286,ERS420684,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,84 months,31.0615,Ankole,-0.91268,female,2011-07-01
UGBT-D9-0287,ERS420685,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,120 months,31.0615,Ankole,-0.91268,female,2011-07-01
UGBT-D9-0288,ERS420686,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,48 months,31.0615,Ankole,-0.91268,female,2011-07-01
UGBT-D9-0289,ERS420687,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,84 months,31.0615,Ankole,-0.91268,female,2011-07-01
UGBT-D9-0290,ERS420688,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,96 months,31.07953,Ankole,-0.94345,female,2011-07-01
UGBT-D9-0291,ERS420689,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,84 months,31.07953,Ankole,-0.94345,female,2011-07-01
UGBT-D9-0292,ERS239074,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,96 months,31.07953,Ankole,-0.94345,female,2011-07-01
UGBT-D9-0293,ERS420690,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,84 months,31.07953,Ankole,-0.94345,female,2011-07-01
UGBT-D9-0294,ERS420691,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,96 months,31.10024,Ankole,-0.97831,female,2011-07-01
UGBT-D9-0295,ERS420692,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,84 months,31.10024,Ankole,-0.97831,female,2011-07-01
UGBT-D9-0296,ERS420693,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,60 months,31.10024,Ankole,-0.97831,female,2011-07-01
UGBT-D9-0297,ERS420694,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,96 months,31.10024,Ankole,-0.97831,female,2011-07-01
UGBT-D9-0299,ERS420696,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,48 months,31.12443,Ankole,-0.97985,female,2011-07-01
UGBT-D9-0300,ERS420697,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,96 months,31.12443,Ankole,-0.97985,female,2011-07-01
UGBT-D9-0301,ERS420698,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,48 months,31.12443,Ankole,-0.97985,female,2011-07-01
UGBT-D9-0302,ERS420699,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,108 months,31.03817,Ankole,-0.92139,female,2011-07-01
UGBT-D9-0303,ERS420700,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,96 months,31.03817,Ankole,-0.92139,female,2011-07-01
UGBT-D9-0304,ERS420701,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,MBAARE,96 months,31.03817,Ankole,-0.92139,female,2011-07-01
UGBT-D9-0305,ERS420702,30523,Bos taurus x Bos indicus,Uganda,ISINGIRO,RUGAAGA,84 months,31.03817,Ankole,-0.92139,female,2011-07-01
UGBT-E2-0326,ERS420703,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,96 months,31.97253,Shorthorn Zebu,3.39225,female,2011-07-12
UGBT-E2-0327,ERS420704,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,120 months,31.97253,Shorthorn Zebu,3.39225,female,2011-07-12
UGBT-E2-0329,ERS420706,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,84 months,31.97253,Shorthorn Zebu,3.39225,female,2011-07-12
UGBT-E2-0330,ERS420707,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,120 months,31.95121,Shorthorn Zebu,3.38618,female,2011-07-12
UGBT-E2-0331,ERS420708,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,60 months,31.95121,Shorthorn Zebu,3.38618,female,2011-07-12
UGBT-E2-0332,ERS420709,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,24 months,31.95121,Shorthorn Zebu,3.38618,female,2011-07-12
UGBT-E2-0333,ERS420710,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,96 months,31.95121,Shorthorn Zebu,3.38618,female,2011-07-12
