Sample,ACCESSION,TAXID,SCIENTIFIC_NAME,COUNTRY,CLOSEST_CITY,CLOSEST_LOCALITY,ESTIMATED_AGE,LONGITUDE,BREED,LATITUDE,GENDER,SAMPLING_DATE
UGBT-E6-0737,ERS420781,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,96 months,31.71469,Ankole,0.96348,female,2012-01-05
UGBT-E6-0738,ERS420782,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,96 months,31.71469,Ankole,0.96348,female,2012-01-05
UGBT-E6-0739,ERS420783,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,108 months,31.71469,Ankole,0.96348,female,2012-01-05
UGBT-E6-0740,ERS420784,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,96 months,31.71469,Ankole,0.96348,female,2012-01-05
UGBT-E6-0741,ERS239072,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,48 months,31.54386,Shorthorn Zebu,1.04473,female,2012-01-05
UGBT-E6-0742,ERS420785,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,108 months,31.54386,Shorthorn Zebu,1.04473,female,2012-01-05
UGBT-E6-0744,ERS420787,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,84 months,31.54386,Ankole,1.04473,female,2012-01-05
UGBT-E6-0745,ERS420788,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,48 months,31.54386,Ankole,1.04473,female,2012-01-05
UGBT-E7-0766,ERS420789,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,72 months,31.37542,Small East African Zebu,0.56042,female,2012-01-06
UGBT-E7-0767,ERS420790,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,96 months,31.37542,Ankole,0.56042,female,2012-01-06
UGBT-E7-0768,ERS420791,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,180 months,31.37542,Ankole,0.56042,female,2012-01-06
UGBT-E7-0769,ERS420792,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,120 months,31.37542,Ankole,0.56042,female,2012-01-06
UGBT-E7-0770,ERS420793,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,72 months,31.37542,Small East African Zebu,0.56042,female,2012-01-06
UGBT-E7-0771,ERS420794,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,96 months,31.90779,Ankole,0.39083,female,2012-01-06
UGBT-E7-0773,ERS420796,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,120 months,31.90779,Ankole,0.39083,female,2012-01-06
UGBT-E7-0774,ERS420797,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,60 months,31.90779,Ankole,0.39083,female,2012-01-06
UGBT-E7-0775,ERS420798,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,MUBENDE,48 months,31.90779,Ankole,0.39083,female,2012-01-06
UGBT-E7-0777,ERS420800,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KAGOMA,24 months,31.46853,Ankole,0.50165,female,2012-01-06
UGBT-E7-0778,ERS420801,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KAGOMA,24 months,31.46853,Ankole,0.50165,female,2012-01-06
UGBT-E7-0779,ERS420802,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KAGOMA,60 months,31.46853,Ankole,0.50165,female,2012-01-06
UGBT-E7-0784,ERS420807,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KAGOMA,36 months,31.89656,Ankole,0.37013,female,2012-01-06
UGBT-E8-0189,ERS420809,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,48 months,31.57072,Nganda,-0.10603,female,2011-06-10
UGBT-E8-0190,ERS420810,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,72 months,31.57072,Nganda,-0.10603,female,2011-06-10
UGBT-E8-0191,ERS420811,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,72 months,31.57072,Nganda,-0.10603,female,2011-06-10
UGBT-E8-0192,ERS420812,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,48 months,31.57072,Nganda,-0.10603,female,2011-06-10
UGBT-E8-0194,ERS420814,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,36 months,31.56244,Nganda,-0.10428,female,2011-06-10
UGBT-E8-0195,ERS420815,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,84 months,31.56244,Nganda,-0.10428,female,2011-06-10
UGBT-E8-0196,ERS239086,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,48 months,31.56244,Nganda,-0.10428,female,2011-06-10
UGBT-E8-0197,ERS420816,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,48 months,31.5632,Nganda,-0.1178,female,2011-06-10
UGBT-E8-0198,ERS420817,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,72 months,31.5632,Nganda,-0.1178,female,2011-06-10
UGBT-E8-0199,ERS420818,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,120 months,31.5632,Nganda,-0.1178,female,2011-06-10
UGBT-E8-0200,ERS420819,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,36 months,31.5632,Nganda,-0.1178,female,2011-06-10
UGBT-E8-0201,ERS420820,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,96 months,31.55935,Nganda,-0.14461,female,2011-06-10
UGBT-E8-0202,ERS420821,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,72 months,31.55935,Nganda,-0.14461,female,2011-06-10
UGBT-E8-0203,ERS420822,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,108 months,31.55935,Nganda,-0.14461,female,2011-06-10
UGBT-E8-0206,ERS420825,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,120 months,31.5892,Nganda,-0.144,female,2011-06-10
UGBT-E8-0207,ERS420826,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,36 months,31.5892,Nganda,-0.144,female,2011-06-10
UGBT-E8-0208,ERS420827,30523,Bos taurus x Bos indicus,Uganda,MASAKA,BUKOMANSIMBI,48 months,31.5892,Nganda,-0.144,female,2011-06-10
UGBT-F2-0306,ERS420829,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ARINYABI,84 months,32.00795,Shorthorn Zebu,3.46875,female,2011-07-11
UGBT-F2-0307,ERS420830,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ARINYABI,108 months,32.00795,Shorthorn Zebu,3.46875,female,2011-07-11
UGBT-F2-0308,ERS420831,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ARINYAPI,96 months,32.00795,Shorthorn Zebu,3.46875,female,2011-07-11
UGBT-F2-0309,ERS420832,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ARINYAPI,72 months,32.00795,Shorthorn Zebu,3.46875,female,2011-07-11
UGBT-F2-0310,ERS420833,30523,Bos taurus x Bos indicus,Uganda,AMURU,ATIAK,84 months,32.06627,Shorthorn Zebu,3.32345,female,2011-07-11
UGBT-F2-0311,ERS420834,30523,Bos taurus x Bos indicus,Uganda,AMURU,ATIAK,96 months,32.06627,Shorthorn Zebu,3.32345,female,2011-07-11
UGBT-F2-0312,ERS420835,30523,Bos taurus x Bos indicus,Uganda,AMURU,ATIAK,144 months,32.06627,Shorthorn Zebu,3.32345,female,2011-07-11
UGBT-F2-0313,ERS420836,30523,Bos taurus x Bos indicus,Uganda,AMURU,ATIAK,120 months,32.06627,Shorthorn Zebu,3.32345,female,2011-07-11
UGBT-F2-0314,ERS420837,30523,Bos taurus x Bos indicus,Uganda,AMURU,ATIAK,120 months,32.12154,Shorthorn Zebu,3.26139,female,2011-07-11
UGBT-F2-0316,ERS420839,30523,Bos taurus x Bos indicus,Uganda,AMURU,ATIAK,156 months,32.12154,Shorthorn Zebu,3.26139,female,2011-07-11
UGBT-F2-0317,ERS420840,30523,Bos taurus x Bos indicus,Uganda,AMURU,ATIAK,84 months,32.12154,Shorthorn Zebu,3.26139,female,2011-07-11
UGBT-F2-0318,ERS420841,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,BIBIA,120 months,32.15096,Shorthorn Zebu,3.47374,female,2011-07-11
UGBT-F2-0319,ERS420842,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,BIBIA,120 months,32.15096,Shorthorn Zebu,3.47374,female,2011-07-11
UGBT-F2-0320,ERS420843,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,BIBIA,144 months,32.15096,Shorthorn Zebu,3.47374,female,2011-07-11
UGBT-F2-0321,ERS239079,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,BIBIA,96 months,32.15096,Shorthorn Zebu,3.47374,female,2011-07-11
UGBT-F2-0323,ERS420845,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,BIBIA,156 months,32.01816,Shorthorn Zebu,3.48194,female,2011-07-11
UGBT-F2-0324,ERS420846,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,BIBIA,120 months,32.01816,Shorthorn Zebu,3.48194,female,2011-07-11
UGBT-F2-0325,ERS420847,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,BIBIA,84 months,32.01816,Shorthorn Zebu,3.48194,female,2011-07-11
UGBT-F3-0507,ERS420849,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,24 months,32.3544,Shorthorn Zebu,2.84837,female,2011-08-06
UGBT-F3-0509,ERS420851,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,60 months,32.3544,Shorthorn Zebu,2.84837,female,2011-08-06
UGBT-F3-0510,ERS420852,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,36 months,32.33858,Shorthorn Zebu,2.81746,female,2011-08-06
UGBT-F3-0511,ERS420853,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,12 months,32.33858,Shorthorn Zebu,2.81746,female,2011-08-06
UGBT-F3-0512,ERS420854,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,12 months,32.33858,Ankole,2.81746,female,2011-08-06
UGBT-F3-0513,ERS420855,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,24 months,32.33858,Ankole,2.81746,female,2011-08-06
UGBT-F3-0514,ERS420856,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,36 months,32.35563,Shorthorn Zebu,2.8421,female,2011-08-06
UGBT-F3-0515,ERS420857,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,36 months,32.35563,Shorthorn Zebu,2.8421,female,2011-08-06
UGBT-F3-0517,ERS420859,30523,Bos taurus x Bos indicus,Uganda,GULU,UNYAMA,84 months,32.35563,Shorthorn Zebu,2.8421,female,2011-08-06
UGBT-F3-0518,ERS420860,30523,Bos taurus x Bos indicus,Uganda,GULU,KORO,60 months,32.40484,Shorthorn Zebu,2.69135,female,2011-08-06
UGBT-F3-0520,ERS420862,30523,Bos taurus x Bos indicus,Uganda,GULU,KORO,144 months,32.40484,Shorthorn Zebu,2.69135,female,2011-08-06
UGBT-F3-0521,ERS420863,30523,Bos taurus x Bos indicus,Uganda,GULU,KORO,84 months,32.40484,Shorthorn Zebu,2.69135,female,2011-08-06
UGBT-F3-0523,ERS239080,30523,Bos taurus x Bos indicus,Uganda,GULU,KORO,72 months,32.41719,Ankole,2.69807,female,2011-08-06
UGBT-F4-0586,ERS420867,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,84 months,32.47449,Shorthorn Zebu,2.03819,female,2011-12-21
UGBT-F4-0587,ERS420868,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,72 months,32.47449,Shorthorn Zebu,2.03819,female,2011-12-21
UGBT-F4-0588,ERS420869,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,72 months,32.47449,Shorthorn Zebu,2.03819,female,2011-12-21
UGBT-F4-0589,ERS420870,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,96 months,32.47449,Shorthorn Zebu,2.03819,female,2011-12-21
UGBT-F4-0591,ERS420872,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,108 months,32.45554,Shorthorn Zebu,2.0073,female,2011-12-21
UGBT-F4-0592,ERS420873,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,72 months,32.45554,Shorthorn Zebu,2.0073,female,2011-12-21
UGBT-F4-0593,ERS420874,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,120 months,32.45554,Shorthorn Zebu,2.0073,female,2011-12-21
UGBT-F4-0594,ERS420875,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,120 months,32.45554,Shorthorn Zebu,2.0073,female,2011-12-21
UGBT-F4-0596,ERS420877,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,84 months,32.45656,Shorthorn Zebu,2.02553,female,2011-12-21
UGBT-F4-0597,ERS420878,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,84 months,32.45656,Shorthorn Zebu,2.02553,female,2011-12-21
UGBT-F4-0598,ERS420879,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,72 months,32.45656,Shorthorn Zebu,2.02553,female,2011-12-21
UGBT-F4-0600,ERS420881,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,120 months,32.45656,Shorthorn Zebu,2.02553,female,2011-12-21
UGBT-F4-0601,ERS420882,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,48 months,32.4485,Shorthorn Zebu,2.04715,female,2011-12-21
UGBT-F4-0602,ERS420883,30523,Bos taurus x Bos indicus,Uganda,APAC,CHEGERE,96 months,32.4485,Shorthorn Zebu,2.04715,female,2011-12-21
UGBT-F5-0541,ERS420887,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,60 months,32.09286,Ankole,1.67515,female,2011-12-19
UGBT-F5-0542,ERS420888,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,96 months,32.09286,Ankole,1.67515,female,2011-12-19
UGBT-F5-0543,ERS420889,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,84 months,32.09286,Ankole,1.67515,female,2011-12-19
UGBT-F5-0544,ERS420890,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,36 months,32.09286,Ankole,1.67515,female,2011-12-19
UGBT-F5-0545,ERS420891,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,60 months,32.09286,Ankole,1.67515,female,2011-12-19
UGBT-F5-0646,ERS420892,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,72 months,32.09286,Small East African Zebu,1.67515,female,2012-01-02
UGBT-F5-0648,ERS420894,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,24 months,32.09286,Ankole,1.67515,female,2012-01-02
UGBT-F5-0649,ERS420895,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,24 months,32.09286,Ankole,1.67515,female,2012-01-02
UGBT-F5-0650,ERS420896,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,36 months,32.09286,Ankole,1.67515,female,2012-01-02
UGBT-F5-0651,ERS420897,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,48 months,32.10437,Ankole,1.43451,female,2012-01-02
UGBT-F5-0652,ERS420898,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,96 months,32.10437,Ankole,1.43451,female,2012-01-02
UGBT-F5-0653,ERS420899,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,60 months,32.10437,Ankole,1.43451,female,2012-01-02
UGBT-F5-0654,ERS420900,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,96 months,32.10437,Ankole,1.43451,female,2012-01-02
UGBT-F5-0655,ERS420901,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,96 months,32.10437,Ankole,1.43451,female,2012-01-02
UGBT-F5-0656,ERS420902,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,84 months,32.09648,Ankole,1.39733,female,2012-01-02
UGBT-F5-0657,ERS420903,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,24 months,32.09648,Ankole,1.39733,female,2012-01-02
UGBT-F5-0658,ERS420904,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,18 months,32.09648,Ankole,1.39733,female,2012-01-02
UGBT-F5-0660,ERS420906,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,48 months,32.09648,Ankole,1.39733,female,2012-01-02
UGBT-F5-0661,ERS420907,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,72 months,32.11321,Ankole,1.40892,female,2012-01-02
UGBT-F5-0662,ERS420908,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,18 months,32.11321,Ankole,1.40892,female,2012-01-02
UGBT-F5-0663,ERS420909,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,48 months,32.11321,Ankole,1.40892,female,2012-01-02
UGBT-F5-0665,ERS420911,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIMENGO,12 months,32.11321,Ankole,1.40892,female,2012-01-02
UGBT-F6-0526,ERS239087,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,60 months,32.4606,Ankole Zebu cross,1.14217,female,2011-12-19
UGBT-F6-0528,ERS420913,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,48 months,32.4606,Ankole,1.14217,female,2011-12-19
UGBT-F6-0529,ERS420914,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,36 months,32.4606,Ankole,1.14217,female,2011-12-19
UGBT-F6-0530,ERS420915,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,72 months,32.4606,Ankole,1.14217,female,2011-12-19
UGBT-F6-0532,ERS420917,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,84 months,32.46521,Ankole,1.11216,female,2011-12-19
UGBT-F6-0533,ERS420918,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,84 months,32.46521,Ankole,1.11216,female,2011-12-19
UGBT-F6-0534,ERS420919,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,96 months,32.46521,Ankole,1.11216,female,2011-12-19
UGBT-F6-0535,ERS420920,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,24 months,32.46521,Ankole,1.11216,female,2011-12-19
UGBT-F6-0536,ERS420921,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,48 months,32.46764,Ankole,1.13184,female,2011-12-19
UGBT-F6-0537,ERS420922,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,36 months,32.46764,Ankole,1.13184,female,2011-12-19
UGBT-F6-0538,ERS420923,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,96 months,32.46764,Ankole,1.13184,female,2011-12-19
UGBT-F6-0539,ERS420924,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,60 months,32.46764,Ankole,1.13184,female,2011-12-19
UGBT-F6-0540,ERS420925,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,KAKOOGE,96 months,32.46764,Ankole,1.13184,female,2011-12-19
UGBT-F7-0786,ERS420926,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,96 months,32.59753,Nganda,0.4195,female,2012-01-11
UGBT-F7-0787,ERS420927,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,60 months,32.59753,Nganda,0.4195,female,2012-01-11
UGBT-F7-0788,ERS420928,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,84 months,32.59753,Nganda,0.4195,female,2012-01-11
UGBT-F7-0789,ERS420929,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,60 months,32.59753,Nganda,0.4195,female,2012-01-11
UGBT-F7-0790,ERS420930,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,84 months,32.59753,Nganda,0.4195,female,2012-01-11
UGBT-F7-0792,ERS420932,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,96 months,32.6286,Nganda,0.52169,female,2012-01-11
UGBT-F7-0793,ERS420933,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,84 months,32.6286,Nganda,0.52169,female,2012-01-11
UGBT-F7-0794,ERS420934,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,48 months,32.6286,Nganda,0.52169,female,2012-01-11
UGBT-F7-0795,ERS420935,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,96 months,32.6286,Nganda,0.52169,female,2012-01-11
UGBT-F7-0796,ERS420936,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,96 months,32.50849,Nganda,0.39231,female,2012-01-11
UGBT-F7-0797,ERS420937,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,72 months,32.50849,Nganda,0.39231,female,2012-01-11
UGBT-F7-0798,ERS420938,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,48 months,32.50849,Nganda,0.39231,female,2012-01-11
UGBT-F7-0800,ERS420940,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,108 months,32.50849,Nganda,0.39231,female,2012-01-11
UGBT-F7-0801,ERS420941,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,96 months,32.58998,Nganda,0.49337,female,2012-01-11
UGBT-F7-0802,ERS420942,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,96 months,32.58998,Nganda,0.49337,female,2012-01-11
UGBT-F7-0803,ERS420943,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,72 months,32.58998,Nganda,0.49337,female,2012-01-11
UGBT-F7-0804,ERS420944,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,48 months,32.58998,Nganda,0.49337,female,2012-01-11
UGBT-F7-0805,ERS420945,30523,Bos taurus x Bos indicus,Uganda,KAMPALA,BUSUKUMA,36 months,32.58998,Nganda,0.49337,female,2012-01-11
UGBT-G2-0434,ERS420946,30523,Bos taurus x Bos indicus,Uganda,LAMWO,MADI OPEI,108 months,33.05016,Shorthorn Zebu,3.47267,female,2011-08-01
UGBT-G2-0435,ERS420947,30523,Bos taurus x Bos indicus,Uganda,LAMWO,MADI OPEI,72 months,33.05016,Shorthorn Zebu,3.47267,female,2011-08-02
UGBT-G2-0436,ERS420948,30523,Bos taurus x Bos indicus,Uganda,LAMWO,MADI OPEI,60 months,33.05016,Shorthorn Zebu,3.47267,female,2011-08-02
UGBT-G2-0438,ERS420950,30523,Bos taurus x Bos indicus,Uganda,KITGUM,MUCWIN,72 months,33.06682,Shorthorn Zebu,3.51463,female,2011-08-02
UGBT-G2-0440,ERS420952,30523,Bos taurus x Bos indicus,Uganda,KITGUM,MUCWIN,12 months,33.06682,Shorthorn Zebu,3.51463,female,2011-08-02
UGBT-G2-0441,ERS420953,30523,Bos taurus x Bos indicus,Uganda,KITGUM,MUCWIN,72 months,33.06682,Shorthorn Zebu,3.51463,female,2011-08-02
UGBT-G2-0442,ERS420954,30523,Bos taurus x Bos indicus,Uganda,KITGUM,MUCWIN,24 months,33.06202,Shorthorn Zebu,3.49713,female,2011-08-02
UGBT-G2-0444,ERS420956,30523,Bos taurus x Bos indicus,Uganda,KITGUM,MUCWIN,72 months,33.06202,Shorthorn Zebu,3.49713,female,2011-08-02
UGBT-G2-0448,ERS420959,30523,Bos taurus x Bos indicus,Uganda,KITGUM,MUCWIN,96 months,32.94359,Shorthorn Zebu,3.35815,female,2011-08-02
UGBT-G2-0449,ERS420960,30523,Bos taurus x Bos indicus,Uganda,KITGUM,MUCWIN,12 months,32.94359,Shorthorn Zebu,3.35815,female,2011-08-02
UGBT-G3-0487,ERS420962,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,36 months,33.08043,Shorthorn Zebu,2.94634,female,2011-08-05
UGBT-G3-0488,ERS420963,30523,Bos taurus x Bos indicus,Uganda,PADER,OGOM,72 months,33.08043,Shorthorn Zebu,2.94634,female,2011-08-05
UGBT-G3-0489,ERS420964,30523,Bos taurus x Bos indicus,Uganda,PADER,OGOM,36 months,33.08043,Shorthorn Zebu,2.94634,female,2011-08-05
UGBT-G3-0491,ERS420966,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,36 months,33.07119,Shorthorn Zebu,3.0387,female,2011-08-05
UGBT-G3-0492,ERS420967,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,96 months,33.07119,Shorthorn Zebu,3.0387,female,2011-08-05
UGBT-G3-0493,ERS420968,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,72 months,33.07119,Shorthorn Zebu,3.0387,female,2011-08-05
UGBT-G3-0494,ERS420969,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,96 months,33.07119,Shorthorn Zebu,3.0387,female,2011-08-05
UGBT-G3-0496,ERS420971,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,96 months,33.07119,Shorthorn Zebu,3.0387,female,2011-08-05
UGBT-G3-0497,ERS420972,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,24 months,33.07119,Shorthorn Zebu,3.0387,female,2011-08-05
UGBT-G3-0498,ERS420973,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,36 months,33.00944,Shorthorn Zebu,3.01221,female,2011-08-05
UGBT-G3-0499,ERS420974,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,96 months,33.00944,Shorthorn Zebu,3.01221,female,2011-08-05
UGBT-G3-0500,ERS420975,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,48 months,33.00944,Shorthorn Zebu,3.01221,female,2011-08-05
UGBT-G3-0504,ERS420979,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,96 months,33.06567,Shorthorn Zebu,2.98782,female,2011-08-05
UGBT-G3-0505,ERS420980,30523,Bos taurus x Bos indicus,Uganda,PADER,PAJULE,72 months,33.06567,Shorthorn Zebu,2.98782,female,2011-08-05
UGBT-G4-0566,ERS420981,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,72 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0567,ERS420982,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,72 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0568,ERS239076,30523,Bos taurus x Bos indicus,Uganda,Apac,Aduku,84 months,32.71893,East African Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0569,ERS420983,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,96 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0570,ERS420984,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,72 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0572,ERS420986,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,84 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
